재해,사이트제목,성별,연령,직업,소득,결혼,자녀,주거,시도,구,동,자동차
산사태,"제18호태풍미탁,부산사하구에산사태일으켜…4명매몰돼구조중",F,5,"사무직 (일반사무직, 공무원, 직업군인)",400~499만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,송파구,가락1동,"준중형SUV (투싼, 스포티지, QM5, 티구안급 등)"
산림재해,"울릉군,산림재해일자리안전교육실시",M,2,무직,300~399만원,아니오,          ,단독주택,부산,사상구,주례3동,"소형차 (액센트, 프라이드, 아베오, 피아트급 등)"
산사태,"폭염,호우,수난사고,산사태,추락사고,화학물사고중점관리",M,4,"자영업 (도소매업, 숙박업, 미용업)",600~699만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,광명시,소하동,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
산사태,"청주폭우290mm물폭탄산사태홍수주의보…침수피해속출,무심천아찔",M,4,"사무직 (일반사무직, 공무원, 직업군인)",500~599만원,예    ,자녀 있음 ,아파트/ 주상복합,전남,화순군,화순읍,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
산사태,"제18호태풍미탁,부산사하구에산사태일으켜…4명매몰돼구조중",M,4,,,      ,          ,,강원,원주시,일산동,
산사태,"제18호태풍미탁,부산사하구에산사태일으켜…4명매몰돼구조중",M,3,"전문직 (의사, 판검사, 예술가, 종교인)",100~199만원,아니오,          ,단독주택,서울,광진구,중곡4동,
산사태,"폭염,호우,수난사고,산사태,추락사고,화학물사고중점관리",F,3,"사무직 (일반사무직, 공무원, 직업군인)",700~799만원,아니오,          ,아파트/ 주상복합,경기,화성시,남양동,
산사태,태풍및집중호우시산사태대비국민행동요령,F,3,"교직 (교사, 유치원교사, 학원강사)",400~499만원,예    ,자녀 없음 ,아파트/ 주상복합,경기,가평군,가평읍,"중형SUV (싼타페, 쏘렌토, 캡티바, BMW X3급 등)"
산사태,"제18호태풍미탁,부산사하구에산사태일으켜…4명매몰돼구조중",F,4,"사무직 (일반사무직, 공무원, 직업군인)",300~399만원,아니오,          ,아파트/ 주상복합,서울,영등포구,문래동6가,"경차 (모닝, 스파크 등)"
산사태,태풍및집중호우시산사태대비국민행동요령,M,2,무직,100~199만원,아니오,          ,아파트/ 주상복합,경기,남양주시,와부읍,"경차 (모닝, 스파크 등)"
산사태,"폭염,호우,수난사고,산사태,추락사고,화학물사고중점관리",F,4,"주부 (전업주부, 파트타임 근무 주부)",200~299만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,충북,음성군,맹동면,
산사태,"제18호태풍미탁,부산사하구에산사태일으켜…4명매몰돼구조중",M,5,,,      ,          ,,서울,금천구,시흥4동,
산림재해,"울릉군,산림재해일자리안전교육실시",F,4,"주부 (전업주부, 파트타임 근무 주부)",400~499만원,예    ,자녀 있음 ,아파트/ 주상복합,대구,남구,대명1동,
산사태,"제18호태풍미탁,부산사하구에산사태일으켜…4명매몰돼구조중",M,3,,,      ,          ,,대전,동구,가오동,
산사태,태풍링링오는데속살드러낸용인석성산…산사태공포,M,4,,,      ,          ,,경기,남양주시,화도읍,
산림재해,"파주시,해빙기산림재해우려지역안전점검실시!",F,4,"주부 (전업주부, 파트타임 근무 주부)",800~899만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,용인시 수지구,성복동,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
산사태,"제18호태풍미탁,부산사하구에산사태일으켜…4명매몰돼구조중",M,5,"자영업 (도소매업, 숙박업, 미용업)",100~199만원,아니오,          ,아파트/ 주상복합,서울,강서구,방화3동,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
산사태,태풍및집중호우시산사태대비국민행동요령,M,4,,,      ,          ,,서울,강남구,대치1동,
산사태,"제18호태풍미탁,부산사하구에산사태일으켜…4명매몰돼구조중",M,2,,,      ,          ,,충북,청주시 상당구,율량동,
산사태,"제18호태풍미탁,부산사하구에산사태일으켜…4명매몰돼구조중",M,4,,,      ,          ,,경기,용인시 기흥구,청덕동,
산사태,"폭염,호우,수난사고,산사태,추락사고,화학물사고중점관리",M,5,퇴직/연금생활자,100~199만원,아니오,          ,연립주택/ 다세대/ 빌라,인천,서구,당하동,"중형SUV (싼타페, 쏘렌토, 캡티바, BMW X3급 등)"
산불,☆ 산불조심! 용인군수!...☆ : 네이버 카페,F,4,"주부 (전업주부, 파트타임 근무 주부)",200~299만원,예    ,자녀 있음 ,단독주택,충남,천안시 동남구,북면,"경차 (모닝, 스파크 등)"
산사태,태풍및집중호우시산사태대비국민행동요령,M,5,기타 ,100~199만원,아니오,          ,아파트/ 주상복합,경북,경산시,중산동,"준대형차 (그랜저, K7, 알페온, 캠리급, 파사트급 등)"
산사태,"청주폭우290mm물폭탄산사태홍수주의보…침수피해속출,무심천아찔",M,2,,,      ,          ,,서울,강남구,개포1동,
산림재해,"울릉군,산림재해일자리안전교육실시",M,2,,,      ,          ,,서울,양천구,목2동,
산사태,"폭염,호우,수난사고,산사태,추락사고,화학물사고중점관리",F,5,"주부 (전업주부, 파트타임 근무 주부)",300~399만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,대전,서구,괴정동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
산림재해,"울릉군,산림재해일자리안전교육실시",M,4,"교직 (교사, 유치원교사, 학원강사)",400~499만원,아니오,          ,아파트/ 주상복합,대전,서구,월평3동,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
산사태,"폭염,호우,수난사고,산사태,추락사고,화학물사고중점관리",M,4,,,      ,          ,,부산,영도구,동삼동,
산사태,"제18호태풍미탁,부산사하구에산사태일으켜…4명매몰돼구조중",F,3,"사무직 (일반사무직, 공무원, 직업군인)",500~599만원,예    ,자녀 없음 ,아파트/ 주상복합,부산,북구,화명3동,
산사태,태풍및집중호우시산사태대비국민행동요령,M,2,"전문직 (의사, 판검사, 예술가, 종교인)","1,000만원 이상",아니오,          ,단독주택,부산,연제구,거제4동,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
산림재해,"울릉군,산림재해일자리안전교육실시",M,4,"교직 (교사, 유치원교사, 학원강사)",100~199만원,아니오,          ,아파트/ 주상복합,부산,강서구,명지동,
산사태,"제18호태풍미탁,부산사하구에산사태일으켜…4명매몰돼구조중",M,2,,,      ,          ,,경기,양주시,백석읍,
산사태,"제18호태풍미탁,부산사하구에산사태일으켜…4명매몰돼구조중",F,4,"교직 (교사, 유치원교사, 학원강사)",300~399만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,부산,해운대구,좌2동,
산사태,"폭염,호우,수난사고,산사태,추락사고,화학물사고중점관리",M,3,"사무직 (일반사무직, 공무원, 직업군인)",200~299만원,아니오,          ,연립주택/ 다세대/ 빌라,서울,강동구,성내3동,"경차 (모닝, 스파크 등)"
산사태,"청주폭우290mm물폭탄산사태홍수주의보…침수피해속출,무심천아찔",M,5,"사무직 (일반사무직, 공무원, 직업군인)","1,000만원 이상",예    ,자녀 있음 ,아파트/ 주상복합,서울,동작구,상도1동,"중형SUV (싼타페, 쏘렌토, 캡티바, BMW X3급 등)"
산사태,"청주폭우290mm물폭탄산사태홍수주의보…침수피해속출,무심천아찔",M,3,"사무직 (일반사무직, 공무원, 직업군인)",200~299만원,예    ,자녀 없음 ,연립주택/ 다세대/ 빌라,인천,서구,석남3동,"준중형SUV (투싼, 스포티지, QM5, 티구안급 등)"
산사태,"폭염,호우,수난사고,산사태,추락사고,화학물사고중점관리",M,4,"학생 (초중고학생, 대학생, 대학원생)",300~399만원,아니오,          ,아파트/ 주상복합,서울,강남구,개포1동,
산사태,태풍및집중호우시산사태대비국민행동요령,M,2,,,      ,          ,,광주,서구,화정4동,
산사태,"청주폭우290mm물폭탄산사태홍수주의보…침수피해속출,무심천아찔",F,4,"판매직 (상점점원, 보험설계사, 노점상)",200~299만원,예    ,자녀 없음 ,오피스텔,부산,서구,서대신동1가,
산림재해,"파주시,해빙기산림재해우려지역안전점검실시!",M,2,"생산/노무직 (생산감독, 경비원, 공장근로자)",100~199만원,아니오,          ,연립주택/ 다세대/ 빌라,부산,수영구,수영동,
산사태,태풍및집중호우시산사태대비국민행동요령,M,4,"관리직 (사장, 간부, 고위공무원)","1,000만원 이상",예    ,자녀 있음 ,아파트/ 주상복합,경기,수원시 영통구,원천동,"대형SUV (베라크루즈, 모하비, 투아렉급 등)"
산사태,"남아공, 폭우에 ... :: 네이버 뉴스",M,5,"관리직 (사장, 간부, 고위공무원)",600~699만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,송파구,잠실동,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
산사태,"폭염,호우,수난사고,산사태,추락사고,화학물사고중점관리",M,5,"생산/노무직 (생산감독, 경비원, 공장근로자)",300~399만원,예    ,자녀 없음 ,아파트/ 주상복합,경북,포항시 남구,대도동,"준중형SUV (투싼, 스포티지, QM5, 티구안급 등)"
산사태,태풍및집중호우시산사태대비국민행동요령,M,3,,,      ,          ,,경기,안양시 동안구,관양동,
산사태,태풍링링오는데속살드러낸용인석성산…산사태공포,F,5,,,      ,          ,,전남,해남군,해남읍,
산림재해,"파주시,해빙기산림재해우려지역안전점검실시!",M,5,,,      ,          ,,서울,강서구,등촌2동,
산사태,태풍및집중호우시산사태대비국민행동요령,M,2,,,      ,          ,,대구,달서구,장기동,
산림재해,"파주시,해빙기산림재해우려지역안전점검실시!",M,2,,,      ,          ,,경기,성남시 중원구,중동,
산림재해,"파주시,해빙기산림재해우려지역안전점검실시!",M,5,,,      ,          ,,경북,포항시 북구,용흥동,
산사태,강원 오늘 밤부터... :: 네이버 뉴스,F,2,"사무직 (일반사무직, 공무원, 직업군인)",200~299만원,아니오,          ,연립주택/ 다세대/ 빌라,강원,삼척시,도계읍,
산불,가을장마에 초강력 태풍까지…산불피해지 2차피해 우려,F,3,"사무직 (일반사무직, 공무원, 직업군인)",100~199만원,아니오,          ,연립주택/ 다세대/ 빌라,경기,수원시 권선구,권선동,
산사태,태풍 타파 제주도 접근…700㎜ 물폭탄에 산사태·침수 우려 - 중앙일보,F,3,"주부 (전업주부, 파트타임 근무 주부)",200~299만원,예    ,자녀 있음 ,단독주택,광주,북구,유동,
산사태,"청주폭우290mm물폭탄산사태홍수주의보…침수피해속출,무심천아찔",F,2,"학생 (초중고학생, 대학생, 대학원생)",800~899만원,아니오,          ,아파트/ 주상복합,인천,부평구,삼산동,
산림재해,"울릉군,산림재해일자리안전교육실시",M,2,,,      ,          ,,경기,화성시,향남읍,
산림재해,"울릉군,산림재해일자리안전교육실시",M,3,"사무직 (일반사무직, 공무원, 직업군인)",300~399만원,아니오,          ,연립주택/ 다세대/ 빌라,경기,성남시 분당구,분당동,"중형SUV (싼타페, 쏘렌토, 캡티바, BMW X3급 등)"
산림재해,"파주시,해빙기산림재해우려지역안전점검실시!",M,4,,,      ,          ,,부산,영도구,동삼동,
산사태,태풍및집중호우시산사태대비국민행동요령,M,5,"자영업 (도소매업, 숙박업, 미용업)",700~799만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,안양시 동안구,비산1동,"준대형차 (그랜저, K7, 알페온, 캠리급, 파사트급 등)"
산림재해,"파주시,해빙기산림재해우려지역안전점검실시!",M,4,,,      ,          ,,강원,강릉시,홍제동,
산사태,태풍및집중호우시산사태대비국민행동요령,F,2,"주부 (전업주부, 파트타임 근무 주부)",200~299만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,경기,성남시 중원구,상대원2동,
산사태,태풍 미탁 | 처참한 부산 산사태 현장,F,4,"사무직 (일반사무직, 공무원, 직업군인)",500~599만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,화성시,향남읍,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
산사태,이창규 기자 - 부산서 산사태 발생해 4명 매몰돼 구조 작업 진행 중…제18호 태풍 미탁으로 남부지방 피해 속출 - 톱스타뉴스,M,4,"사무직 (일반사무직, 공무원, 직업군인)",500~599만원,예    ,자녀 있음 ,아파트/ 주상복합,부산,강서구,명지동,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
산사태,"제18호 태풍 미탁, 부산 사하구에 산사태 일으켜…4명 매몰돼 구조중 : 네이버 포스트",M,4,"사무직 (일반사무직, 공무원, 직업군인)",500~599만원,예    ,자녀 있음 ,아파트/ 주상복합,부산,강서구,명지동,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
산사태,이창규 기자 - 부산서 산사태 발생해 4명 매몰돼 구조 작업 진행 중…제18호 태풍 미탁으로 남부지방 피해 속출 - 톱스타뉴스,M,4,"사무직 (일반사무직, 공무원, 직업군인)",500~599만원,예    ,자녀 있음 ,아파트/ 주상복합,부산,강서구,명지동,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
산사태,태풍 미탁으로 6명 사망…부산 산사태로 4명 매몰 추정(종합),M,4,"사무직 (일반사무직, 공무원, 직업군인)",500~599만원,예    ,자녀 있음 ,아파트/ 주상복합,부산,강서구,명지동,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
산사태,태풍 미탁 | 처참한 부산 산사태 현장,M,4,"교직 (교사, 유치원교사, 학원강사)",500~599만원,예    ,자녀 없음 ,아파트/ 주상복합,대구,중구,대신동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
산사태,태풍 미탁 | 처참한 부산 산사태 현장,M,4,"사무직 (일반사무직, 공무원, 직업군인)",400~499만원,예    ,자녀 있음 ,아파트/ 주상복합,강원,춘천시,퇴계동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
산사태,태풍 미탁 | 처참한 부산 산사태 현장,M,4,"사무직 (일반사무직, 공무원, 직업군인)",400~499만원,예    ,자녀 있음 ,아파트/ 주상복합,강원,춘천시,퇴계동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
산사태,태풍 미탁 | 처참한 부산 산사태 현장,M,5,"관리직 (사장, 간부, 고위공무원)",600~699만원,예    ,자녀 있음 ,아파트/ 주상복합,충북,청주시 흥덕구,송정동,"중형SUV (싼타페, 쏘렌토, 캡티바, BMW X3급 등)"
산사태,태풍 미탁 | 처참한 부산 산사태 현장,M,5,"관리직 (사장, 간부, 고위공무원)",600~699만원,예    ,자녀 있음 ,아파트/ 주상복합,충북,청주시 흥덕구,송정동,"중형SUV (싼타페, 쏘렌토, 캡티바, BMW X3급 등)"
산사태,태풍 미탁으로 6명 사망..부산 산사태로 4명 매몰 추정(종합) | 다음 뉴스,F,3,"서비스직 (요식업, 숙박업, 미용실종업원)",200~299만원,아니오,          ,연립주택/ 다세대/ 빌라,서울,관악구,청룡동,
산사태,태풍 미탁 | 처참한 부산 산사태 현장,M,5,"사무직 (일반사무직, 공무원, 직업군인)",600~699만원,예    ,자녀 있음 ,아파트/ 주상복합,대구,수성구,사월동,"준대형차 (그랜저, K7, 알페온, 캠리급, 파사트급 등)"
산사태,태풍 미탁 영향 4명·2명 실종..열차 탈선에 산사태로 매몰자 발생,M,3,"학생 (초중고학생, 대학생, 대학원생)",100~199만원,아니오,          ,연립주택/ 다세대/ 빌라,서울,성북구,보문동2가,"준중형SUV (투싼, 스포티지, QM5, 티구안급 등)"
산사태,태풍 미탁 | 처참한 부산 산사태 현장,M,4,"사무직 (일반사무직, 공무원, 직업군인)",300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,전북,전주시 완산구,중화산동2가,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
산사태,"전국 태풍피해, 사망 6명으로 늘어…부산 산사태로 4명 매몰",F,2,"학생 (초중고학생, 대학생, 대학원생)",500~599만원,아니오,          ,아파트/ 주상복합,부산,동구,초량동,
산사태,태풍 미탁 | 처참한 부산 산사태 현장,M,4,"기능직 (자동차정비, 운전기사, 안경사, 택시기사)",200~299만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,김포시,통진읍,"MPV (카니발, 올란도, 피카소급, 오딧세이 등)"
산사태,"전국 태풍피해, 사망 6명으로 늘어…부산 산사태로 4명 매몰",F,3,"사무직 (일반사무직, 공무원, 직업군인)",400~499만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,인천,서구,검암동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
산사태,"전국 태풍피해, 사망 6명으로 늘어…부산 산사태로 4명 매몰",F,3,"사무직 (일반사무직, 공무원, 직업군인)",400~499만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,인천,서구,검암동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
산사태,"태풍 미탁으로 산사태 발생…봉화서 관광열차 탈선, 사상자 없어",F,3,"사무직 (일반사무직, 공무원, 직업군인)",200~299만원,아니오,          ,아파트/ 주상복합,대구,남구,봉덕1동,
산사태,"태풍 미탁 영향, 산사태 위기경보 ‘주의’로 상향",F,2,"사무직 (일반사무직, 공무원, 직업군인)",100~199만원,아니오,          ,단독주택,광주,서구,상무동,
산림재해,"파주시,해빙기산림재해우려지역안전점검실시!",M,4,,,      ,          ,,경기,수원시 영통구,망포동,
산사태,"태풍 미탁으로 산사태 발생…봉화서 관광열차 탈선, 사상자 없어",M,3,"사무직 (일반사무직, 공무원, 직업군인)",700~799만원,아니오,          ,연립주택/ 다세대/ 빌라,서울,관악구,봉천동,"준대형차 (그랜저, K7, 알페온, 캠리급, 파사트급 등)"
산사태,(10.3. 낮 1시 피해소식 추가)18호 태풍 미탁! 피해속출! 경상도 동해안 침수피해 잇따라! 부산 산사태! 폭우 침수 피해시 주의점! 19호 태풍 하기비스 경로! : 네이버 ,F,3,"사무직 (일반사무직, 공무원, 직업군인)",600~699만원,예    ,자녀 있음 ,아파트/ 주상복합,충남,천안시 서북구,쌍용2동,
산사태,(10.3. 낮 1시 피해소식 추가)18호 태풍 미탁! 피해속출! 경상도 동해안 침수피해 잇따라! 부산 산사태! 폭우 침수 피해시 주의점! 19호 태풍 하기비스 경로! : 네이버 ,F,3,"사무직 (일반사무직, 공무원, 직업군인)",600~699만원,예    ,자녀 있음 ,아파트/ 주상복합,충남,천안시 서북구,쌍용2동,
산사태,(10.3. 낮 1시 피해소식 추가)18호 태풍 미탁! 피해속출! 경상도 동해안 침수피해 잇따라! 부산 산사태! 폭우 침수 피해시 주의점! 19호 태풍 하기비스 경로! : 네이버 ,F,3,"사무직 (일반사무직, 공무원, 직업군인)",600~699만원,예    ,자녀 있음 ,아파트/ 주상복합,충남,천안시 서북구,쌍용2동,
산사태,(10.3. 낮 1시 피해소식 추가)18호 태풍 미탁! 피해속출! 경상도 동해안 침수피해 잇따라! 부산 산사태! 폭우 침수 피해시 주의점! 19호 태풍 하기비스 경로! : 네이버 ,F,3,"사무직 (일반사무직, 공무원, 직업군인)",600~699만원,예    ,자녀 있음 ,아파트/ 주상복합,충남,천안시 서북구,쌍용2동,
산림재해,"울릉군,산림재해일자리안전교육실시",M,3,"사무직 (일반사무직, 공무원, 직업군인)",300~399만원,예    ,자녀 없음 ,아파트/ 주상복합,경기,안성시,대덕면,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
산사태,태풍및집중호우시산사태대비국민행동요령,M,3,"사무직 (일반사무직, 공무원, 직업군인)",300~399만원,아니오,          ,아파트/ 주상복합,부산,부산진구,부암동,
산사태,태풍 미탁 | 처참한 부산 산사태 현장,F,4,"사무직 (일반사무직, 공무원, 직업군인)",700~799만원,예    ,자녀 있음 ,아파트/ 주상복합,대구,북구,침산동,"경차 (모닝, 스파크 등)"
산사태,태풍 미탁 | 처참한 부산 산사태 현장,M,4,무직,100~199만원,예    ,자녀 있음 ,단독주택,인천,남동구,만수4동,"MPV (카니발, 올란도, 피카소급, 오딧세이 등)"
산사태,태풍 미탁 | 처참한 부산 산사태 현장,M,4,무직,100~199만원,예    ,자녀 있음 ,단독주택,인천,남동구,만수4동,"MPV (카니발, 올란도, 피카소급, 오딧세이 등)"
산사태,짧은 시간 갑자기 쏟아진 폭우… 산사태-급류로 인명 피해 커져,M,3,"사무직 (일반사무직, 공무원, 직업군인)",500~599만원,아니오,          ,연립주택/ 다세대/ 빌라,부산,연제구,거제3동,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
산사태,태풍에 내린 비로 부산서 산사태..일가족 3명 등 4명 매몰(종합2보) | 다음 뉴스,F,3,"판매직 (상점점원, 보험설계사, 노점상)",100~199만원,아니오,          ,단독주택,광주,서구,화정3동,
산사태,태풍이 할퀸 부산 대형 산사태…토사 3m 아래 4명 매몰·시신 훼손,F,4,"주부 (전업주부, 파트타임 근무 주부)",300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,경남,진주시,상평동,"준대형차 (그랜저, K7, 알페온, 캠리급, 파사트급 등)"
산사태,태풍이 할퀸 부산 대형 산사태…토사 3m 아래 4명 매몰·시신 훼손,F,4,"주부 (전업주부, 파트타임 근무 주부)",300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,경남,진주시,상평동,"준대형차 (그랜저, K7, 알페온, 캠리급, 파사트급 등)"
산사태,태풍에 내린 비로 부산서 산사태…일가족 3명 등 4명 매몰(종합2보),F,3,"사무직 (일반사무직, 공무원, 직업군인)",300~399만원,아니오,          ,연립주택/ 다세대/ 빌라,부산,해운대구,재송2동,
산사태,짧은 시간 갑자기 쏟아진 폭우… 산사태-급류로 인명 피해 커져,M,4,"사무직 (일반사무직, 공무원, 직업군인)",700~799만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,서울,구로구,개봉동,
산사태,태풍이 할퀸 부산 대형 산사태…토사 3m 아래 4명 매몰·시신 훼손,M,2,"전문직 (의사, 판검사, 예술가, 종교인)",700~799만원,아니오,          ,연립주택/ 다세대/ 빌라,서울,광진구,자양1동,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
산림재해,"울릉군,산림재해일자리안전교육실시",M,3,,,      ,          ,,서울,은평구,불광1동,
산사태,짧은 시간 갑자기 쏟아진 폭우… 산사태-급류로 인명 피해 커져,M,2,"학생 (초중고학생, 대학생, 대학원생)",300~399만원,아니오,          ,아파트/ 주상복합,경기,수원시 팔달구,인계동,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
산사태,"폭염,호우,수난사고,산사태,추락사고,화학물사고중점관리",F,2,,,      ,          ,,서울,강서구,내발산동,
산사태,"청주폭우290mm물폭탄산사태홍수주의보…침수피해속출,무심천아찔",M,4,"사무직 (일반사무직, 공무원, 직업군인)",500~599만원,예    ,자녀 있음 ,아파트/ 주상복합,강원,홍천군,홍천읍,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
산사태,태풍및집중호우시산사태대비국민행동요령,M,4,"자영업 (도소매업, 숙박업, 미용업)",400~499만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,인천,서구,가정동,"대형차 (제너시스, BMW5급 등)"
산사태,(10.4. 오전 9시 추가) 19호 태풍 하기비스 경로! 트로피칼 93W 요란 발표! 20호 태풍 너구리 잇따라! 미탁 피해속출! 부산 산사태! 폭우 침수 피해시 주의점! : 네,F,3,"주부 (전업주부, 파트타임 근무 주부)",400~499만원,예    ,자녀 있음 ,아파트/ 주상복합,부산,사하구,구평동,
산사태,(10.4. 오전 9시 추가) 19호 태풍 하기비스 경로! 트로피칼 93W 요란 발표! 20호 태풍 너구리 잇따라! 미탁 피해속출! 부산 산사태! 폭우 침수 피해시 주의점! : 네,F,3,"주부 (전업주부, 파트타임 근무 주부)",400~499만원,예    ,자녀 있음 ,아파트/ 주상복합,부산,사하구,구평동,
산사태,황교안 태풍 미탁 산사태로 네 분 돌아가셔..가슴이 아프다 | 다음 뉴스,F,5,"사무직 (일반사무직, 공무원, 직업군인)",800~899만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,부천시 소사구,송내동,"중형SUV (싼타페, 쏘렌토, 캡티바, BMW X3급 등)"
산사태,황교안 태풍 미탁 산사태로 네 분 돌아가셔..가슴이 아프다 | 다음 뉴스,M,5,"관리직 (사장, 간부, 고위공무원)",600~699만원,예    ,자녀 있음 ,아파트/ 주상복합,부산,연제구,거제2동,"준대형차 (그랜저, K7, 알페온, 캠리급, 파사트급 등)"
산사태,"청주폭우290mm물폭탄산사태홍수주의보…침수피해속출,무심천아찔",M,4,"생산/노무직 (생산감독, 경비원, 공장근로자)",200~299만원,아니오,          ,단독주택,충남,공주시,장기면,"경차 (모닝, 스파크 등)"
산사태,황교안 태풍 미탁 산사태로 네 분 돌아가셔..가슴이 아프다 | 다음 뉴스,M,4,"기능직 (자동차정비, 운전기사, 안경사, 택시기사)",200~299만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,김포시,통진읍,"MPV (카니발, 올란도, 피카소급, 오딧세이 등)"
산사태,(10.4. 밤 9시 추가) 19호 태풍 하기비스 경로! 트로피칼 93W 요란 발표! 20호 태풍 너구리 잇따라! 미탁 피해속출! 부산 산사태! 폭우 침수 피해시 주의점! : 네이,M,4,"사무직 (일반사무직, 공무원, 직업군인)",400~499만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,부산,동구,좌천동,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
산사태,(10.4. 밤 9시 추가) 19호 태풍 하기비스 경로! 트로피칼 93W 요란 발표! 20호 태풍 너구리 잇따라! 미탁 피해속출! 부산 산사태! 폭우 침수 피해시 주의점! : 네이,M,4,"사무직 (일반사무직, 공무원, 직업군인)",400~499만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,부산,동구,좌천동,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
산사태,(10.4. 밤 9시 추가) 19호 태풍 하기비스 경로! 트로피칼 93W 요란 발표! 20호 태풍 너구리 잇따라! 미탁 피해속출! 부산 산사태! 폭우 침수 피해시 주의점! : 네이,M,4,"사무직 (일반사무직, 공무원, 직업군인)",400~499만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,부산,동구,좌천동,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
산사태,(10.4. 밤 9시 추가) 19호 태풍 하기비스 경로! 트로피칼 93W 요란 발표! 20호 태풍 너구리 잇따라! 미탁 피해속출! 부산 산사태! 폭우 침수 피해시 주의점! : 네이,M,4,"사무직 (일반사무직, 공무원, 직업군인)",400~499만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,부산,동구,좌천동,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
산사태,태풍및집중호우시산사태대비국민행동요령,F,4,무직,100~199만원,아니오,          ,단독주택,부산,부산진구,당감1동,
산사태,(10.4. 밤 9시 추가) 19호 태풍 하기비스 경로! 트로피칼 93W 요란 발표! 20호 태풍 너구리 잇따라! 미탁 피해속출! 부산 산사태! 폭우 침수 피해시 주의점! : 네이,F,3,"전문직 (의사, 판검사, 예술가, 종교인)","1,000만원 이상",아니오,          ,연립주택/ 다세대/ 빌라,충남,천안시 서북구,성정동,
산사태,(10.4. 밤 9시 추가) 19호 태풍 하기비스 경로! 트로피칼 93W 요란 발표! 20호 태풍 너구리 잇따라! 미탁 피해속출! 부산 산사태! 폭우 침수 피해시 주의점! : 네이,F,3,"전문직 (의사, 판검사, 예술가, 종교인)","1,000만원 이상",아니오,          ,연립주택/ 다세대/ 빌라,충남,천안시 서북구,성정동,
산사태,(10.4. 밤 9시 추가) 19호 태풍 하기비스 경로! 트로피칼 93W 요란 발표! 20호 태풍 너구리 잇따라! 미탁 피해속출! 부산 산사태! 폭우 침수 피해시 주의점! : 네이,F,3,"전문직 (의사, 판검사, 예술가, 종교인)","1,000만원 이상",아니오,          ,연립주택/ 다세대/ 빌라,충남,천안시 서북구,성정동,
