치유원,사이트제목,성별,연령,직업,소득,결혼,자녀,주거,시도,구,동,자동차
치유의숲,편백 향기에 취하다 - 팔영산 편백 치유의 숲 : 네이버 블로그,F,3,"사무직 (일반사무직, 공무원, 직업군인)",600~699만원,아니오,          ,연립주택/ 다세대/ 빌라,서울,서대문구,연희동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
치유의숲,고흥군 팔영산 편백 치유의 숲,F,3,"사무직 (일반사무직, 공무원, 직업군인)",600~699만원,아니오,          ,연립주택/ 다세대/ 빌라,서울,서대문구,연희동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
치유의숲,숲속의 집 > 팔영산 편백 치유의 숲,F,3,"사무직 (일반사무직, 공무원, 직업군인)",600~699만원,아니오,          ,연립주택/ 다세대/ 빌라,서울,서대문구,연희동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
치유의숲,소개 > 팔영산 편백 치유의 숲,F,3,"사무직 (일반사무직, 공무원, 직업군인)",600~699만원,아니오,          ,연립주택/ 다세대/ 빌라,서울,서대문구,연희동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
치유의숲,목록 > 공지사항 > 팔영산 편백 치유의 숲,F,3,"사무직 (일반사무직, 공무원, 직업군인)",600~699만원,아니오,          ,연립주택/ 다세대/ 빌라,서울,서대문구,연희동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
치유의숲,본인인증 > 팔영산 편백 치유의 숲,F,3,"사무직 (일반사무직, 공무원, 직업군인)",600~699만원,아니오,          ,연립주택/ 다세대/ 빌라,서울,서대문구,연희동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
치유의숲,고흥군 팔영산 편백 치유의 숲,F,3,"사무직 (일반사무직, 공무원, 직업군인)",600~699만원,아니오,          ,연립주택/ 다세대/ 빌라,서울,서대문구,연희동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
치유의숲,고흥군 팔영산 편백 치유의 숲,F,3,"사무직 (일반사무직, 공무원, 직업군인)",600~699만원,아니오,          ,연립주택/ 다세대/ 빌라,서울,서대문구,연희동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
치유의숲,목록 > 포토갤러리 > 팔영산 편백 치유의 숲,F,3,"사무직 (일반사무직, 공무원, 직업군인)",600~699만원,아니오,          ,연립주택/ 다세대/ 빌라,서울,서대문구,연희동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
치유의숲,고흥군 팔영산 편백 치유의 숲,F,3,"사무직 (일반사무직, 공무원, 직업군인)",600~699만원,아니오,          ,연립주택/ 다세대/ 빌라,서울,서대문구,연희동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
치유의숲,숲속의 집 > 팔영산 편백 치유의 숲,F,3,"사무직 (일반사무직, 공무원, 직업군인)",600~699만원,아니오,          ,연립주택/ 다세대/ 빌라,서울,서대문구,연희동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
횡성숲체원,국립횡성숲체원,F,5,"사무직 (일반사무직, 공무원, 직업군인)",900~999만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,안양시 동안구,관양1동,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
숲체원,숲체원 안내도 | 시설/이용안내 | 국립횡성숲체원,F,5,"사무직 (일반사무직, 공무원, 직업군인)",900~999만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,안양시 동안구,관양1동,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
횡성숲체원,찾아오시는 길 | 숲체원소개 | 국립횡성숲체원,F,5,"사무직 (일반사무직, 공무원, 직업군인)",900~999만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,안양시 동안구,관양1동,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
숲체원,숲체원 안내도 | 시설/이용안내 | 국립횡성숲체원,F,5,"사무직 (일반사무직, 공무원, 직업군인)",900~999만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,안양시 동안구,관양1동,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
횡성숲체원,국립횡성숲체원,F,5,"사무직 (일반사무직, 공무원, 직업군인)",900~999만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,안양시 동안구,관양1동,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
산림치유원,국립 산림 치유원 데크로드,F,2,"사무직 (일반사무직, 공무원, 직업군인)",500~599만원,아니오,          ,연립주택/ 다세대/ 빌라,경기,평택시,세교동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
산림치유원,[영주가볼만한곳] 영주 국립산림치유원,M,3,,,      ,          ,,서울,관악구,봉천동,
산림치유원,국립산림치유원에서 치유를 경험하다,F,3,"전문직 (의사, 판검사, 예술가, 종교인)","1,000만원 이상",아니오,          ,아파트/ 주상복합,광주,북구,두암3동,
산림치유원,국립 산림 치유원 데크로드,M,3,"사무직 (일반사무직, 공무원, 직업군인)",500~599만원,예    ,자녀 없음 ,아파트/ 주상복합,서울,강남구,개포동,
산림치유원,국립산림치유원 마실치유숲길,F,2,,,      ,          ,,충남,연기군,서면,
산림치유원,국립 지덕권산림치유원 조성 본격 착수 - 전라북도 주간 소식,F,4,,,      ,          ,,인천,남동구,간석4동,
산림치유원,"[웰니스관광서포터즈] 힐링과 치유의 중심지, 국립산림치유원 프로그램 안내 (2) : 데크로드 / 주치마을",F,3,,,      ,          ,,경기,부천시 원미구,역곡2동,
산림치유원,#송현초 #가족캠프 #영주산림치유원,F,4,,,      ,          ,,경기,용인시 기흥구,보라동,
산림치유원,20180908 영주 국립산림치유원의 야생화,F,2,,,      ,          ,,서울,금천구,시흥1동,
산림치유원,국립 산림 치유원 데크로드,F,3,,,      ,          ,,경기,수원시 권선구,권선동,
산림치유원,영주 국립산림치유원에서 제대로 힐링하세요!,F,3,"주부 (전업주부, 파트타임 근무 주부)",500~599만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,수원시 권선구,금곡동,
산림치유원,영주여행 무섬마을 산림치유원여행,F,3,"사무직 (일반사무직, 공무원, 직업군인)",500~599만원,예    ,자녀 없음 ,아파트/ 주상복합,서울,성동구,하왕십리동,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
산림치유원,해라이트-국립산림치유원,M,4,"생산/노무직 (생산감독, 경비원, 공장근로자)",200~299만원,예    ,자녀 있음 ,아파트/ 주상복합,전남,목포시,북항동,"중형SUV (싼타페, 쏘렌토, 캡티바, BMW X3급 등)"
산림치유원,조달청 나라장터 여행상품 영주 국립산림치유원(2018 가을여행주간),F,3,"주부 (전업주부, 파트타임 근무 주부)",100만원 미만,예    ,자녀 있음 ,아파트/ 주상복합,경기,화성시,향남읍,
산림치유원,경북영주 가볼만한곳 국립산림치유원 이용후기,F,3,"사무직 (일반사무직, 공무원, 직업군인)",100~199만원,아니오,          ,아파트/ 주상복합,경기,수원시 장안구,정자3동,
산림치유원,국립산림치유원 1박2일 팸투어 힐링♥,M,3,"사무직 (일반사무직, 공무원, 직업군인)",500~599만원,예    ,자녀 있음 ,아파트/ 주상복합,부산,강서구,명지동,"대형차 (제너시스, BMW5급 등)"
숲체원,"직접 떠난 강원도 무장애 힐링 여행 솔직 후기 <젊은달 와이 파크, 국립 횡성 숲체원, 뮤지엄 산, 횡성 한우피아, 횡성 호수길> : 네이버 블로그",F,3,"주부 (전업주부, 파트타임 근무 주부)",300~399만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,서울,서초구,양재동,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
횡성숲체원,"직접 떠난 강원도 무장애 힐링 여행 솔직 후기 <젊은달 와이 파크, 국립 횡성 숲체원, 뮤지엄 산, 횡성 한우피아, 횡성 호수길> : 네이버 블로그",M,3,"사무직 (일반사무직, 공무원, 직업군인)",600~699만원,아니오,          ,연립주택/ 다세대/ 빌라,서울,동대문구,답십리2동,"경차 (모닝, 스파크 등)"
산림치유원,"[웰니스관광서포터즈] 힐링과 치유의 중심지, 국립산림치유원 프로그램 안내 (2) : 데크로드 / 주치마을",F,5,"주부 (전업주부, 파트타임 근무 주부)",300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,서초구,방배4동,
산림치유원,"[웰니스관광서포터즈] 힐링과 치유의 중심지, 국립산림치유원 프로그램 안내 (2) : 데크로드 / 주치마을",F,3,,,      ,          ,,충남,연기군,남면,
치유의숲,전국 곳곳 치유의 숲 | 1boon,M,4,"사무직 (일반사무직, 공무원, 직업군인)",700~799만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,서초구,방배동,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
산림치유원,국립산림치유원_문필마을 주변,M,5,,,      ,          ,,충북,청주시 상당구,용암2동,
산림치유원,이낙연 국무총리 경북 영주시노인복지관 소수서원 국립산림치유원 웰니스 관광,M,4,,,      ,          ,,서울,노원구,월계동,
산림치유원,국립 지덕권산림치유원 조상 본격 착수 - 전라북도 주간 소식,F,3,"사무직 (일반사무직, 공무원, 직업군인)",500~599만원,아니오,          ,오피스텔,서울,관악구,봉천동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
산림치유원,<국립산림치유원 제1차 산림치유 콜로키움 후기> : 풍기역에서 산림치유원 걸어가기,F,3,"사무직 (일반사무직, 공무원, 직업군인)",600~699만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,강남구,개포동,
치유의숲,창원편백치유의숲 : 네이버 통합검색,F,3,"주부 (전업주부, 파트타임 근무 주부)",300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,경남,함안군,가야읍,"경차 (모닝, 스파크 등)"
치유의숲,창원편백치유의숲 : 네이버 통합검색,F,3,"주부 (전업주부, 파트타임 근무 주부)",300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,경남,함안군,가야읍,"경차 (모닝, 스파크 등)"
산림치유원,영주 국립산림치유원 숲 체험 프로그램 등산 힐링캠프,F,4,,,      ,          ,,경기,화성시,병점동,
산림치유원,경북영주 가볼만한곳 국립산림치유원 이용후기,F,4,,,      ,          ,,경기,화성시,병점동,
산림치유원,"국립산림치유원, 다스림 데크로드 유아숲체험 현장",F,2,,,      ,          ,,경북,구미시,고아읍,
산림치유원,국립산림치유원,M,2,"생산/노무직 (생산감독, 경비원, 공장근로자)",100~199만원,아니오,          ,연립주택/ 다세대/ 빌라,대전,중구,대사동,
산림치유원,국립산림치유원 영주 소백산으로 gfa 대가대 치유및 복지원예사과정에서 견학을 다녀왔어요.,F,3,,,      ,          ,,서울,성동구,금호동4가,
산림치유원,국립산림치유원 영주 소백산으로 gfa 대가대 치유및 복지원예사과정에서 견학을 다녀왔어요.,F,5,,,      ,          ,,부산,연제구,연산6동,
산림치유원,경북 영주 가볼만한곳 국립산림치유원 먹었던 밥 네 끼 / 두 그릇은 기본,F,3,"사무직 (일반사무직, 공무원, 직업군인)",700~799만원,예    ,자녀 없음 ,아파트/ 주상복합,서울,강동구,암사2동,"경차 (모닝, 스파크 등)"
산림치유원,지덕권 산림치유원 등 4대 국가사업 본격 추진,F,3,"전문직 (의사, 판검사, 예술가, 종교인)",500~599만원,아니오,          ,기타 ,경기,용인시 기흥구,상갈동,
산림치유원,국립산림치유원에서 치유를 경험하다,F,4,"주부 (전업주부, 파트타임 근무 주부)",200~299만원,예    ,자녀 있음 ,아파트/ 주상복합,강원,태백시,황지동,
산림치유원,영주 국립산림치유원,F,4,"주부 (전업주부, 파트타임 근무 주부)",200~299만원,예    ,자녀 있음 ,아파트/ 주상복합,강원,태백시,황지동,
산림치유원,국립산림치유원에서 맞이한 행복한 추석 연휴,F,2,"학생 (초중고학생, 대학생, 대학원생)",300~399만원,아니오,          ,아파트/ 주상복합,대전,유성구,송강동,
산림치유원,"국립산림치유원, 웰니스관광 2회 연속선정",F,5,"사무직 (일반사무직, 공무원, 직업군인)",400~499만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,고양시 일산서구,탄현동,
산림치유원,국립산림치유원_문필마을 주변,F,4,"주부 (전업주부, 파트타임 근무 주부)",500~599만원,예    ,자녀 있음 ,아파트/ 주상복합,전남,광양시,금호동,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
산림치유원,국립산림치유원에서 건강치유체험하기,F,4,"주부 (전업주부, 파트타임 근무 주부)",400~499만원,예    ,자녀 있음 ,아파트/ 주상복합,부산,사하구,하단1동,"경차 (모닝, 스파크 등)"
산림치유원,영주여행 무섬마을 산림치유원여행,F,4,"주부 (전업주부, 파트타임 근무 주부)",400~499만원,예    ,자녀 있음 ,아파트/ 주상복합,부산,사하구,하단1동,"경차 (모닝, 스파크 등)"
산림치유원,국립 지덕권산림치유원 조상 본격 착수 - 전라북도 주간 소식,F,3,"사무직 (일반사무직, 공무원, 직업군인)","1,000만원 이상",예    ,자녀 없음 ,아파트/ 주상복합,경남,창원시 의창구,북면,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
산림치유원,이낙연 국무총리 경북 영주시노인복지관 소수서원 국립산림치유원 웰니스 관광,F,3,"사무직 (일반사무직, 공무원, 직업군인)","1,000만원 이상",예    ,자녀 없음 ,아파트/ 주상복합,경남,창원시 의창구,북면,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
산림치유원,국립 산림 치유원 데크로드,M,4,기타 ,200~299만원,아니오,          ,단독주택,경기,부천시 원미구,상2동,
산림치유원,[181206] 국립산림치유원(#다스림),M,3,"사무직 (일반사무직, 공무원, 직업군인)",300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,대구,북구,구암동,
산림치유원,영주여행 산림치유원에서의하룻밤,M,2,"생산/노무직 (생산감독, 경비원, 공장근로자)",300~399만원,아니오,          ,아파트/ 주상복합,경기,시흥시,은행동,"중형SUV (싼타페, 쏘렌토, 캡티바, BMW X3급 등)"
산림치유원,국립 지덕권산림치유원 조성 본격 착수 - 전라북도 주간 소식,M,2,"전문직 (의사, 판검사, 예술가, 종교인)",200~299만원,아니오,          ,기타 ,경남,김해시,어방동,
치유의숲,부산 치유의 숲 - Daum 검색,F,5,"관리직 (사장, 간부, 고위공무원)","1,000만원 이상",예    ,자녀 있음 ,아파트/ 주상복합,부산,사상구,엄궁동,"준대형차 (그랜저, K7, 알페온, 캠리급, 파사트급 등)"
치유의숲,부산 치유의 숲 - Daum 검색,F,5,"관리직 (사장, 간부, 고위공무원)","1,000만원 이상",예    ,자녀 있음 ,아파트/ 주상복합,부산,사상구,엄궁동,"준대형차 (그랜저, K7, 알페온, 캠리급, 파사트급 등)"
치유의숲,도심을 벗어난 치유공간 <부산 치유의 숲> : 네이버 블로그,F,5,"관리직 (사장, 간부, 고위공무원)","1,000만원 이상",예    ,자녀 있음 ,아파트/ 주상복합,부산,사상구,엄궁동,"준대형차 (그랜저, K7, 알페온, 캠리급, 파사트급 등)"
산림치유원,"[복권기금이야기] 기금투어, 국립산림치유원 숲 체험 캠프",F,5,"주부 (전업주부, 파트타임 근무 주부)",300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,서초구,방배4동,
산림치유원,국립산림치유원 마실치유숲길(다스림 데크로드),F,3,,,      ,          ,,경기,의정부시,민락동,
산림치유원,#송현초 #가족캠프 #영주산림치유원,M,4,"자영업 (도소매업, 숙박업, 미용업)",200~299만원,아니오,          ,연립주택/ 다세대/ 빌라,서울,동대문구,용두동,"준중형SUV (투싼, 스포티지, QM5, 티구안급 등)"
산림치유원,국립산림치유원 따라 서원 여행,F,2,,,      ,          ,,경기,고양시 덕양구,화정2동,
산림치유원,"국립산림치유원 고도원 원장님과의 만남, 한국산림복지진흥원 블로그기자단 팸투어 #1",M,3,무직,500~599만원,아니오,          ,아파트/ 주상복합,서울,도봉구,쌍문3동,
산림치유원,지리산 덕유산 산림치유원 조성 MOU(업무협약)체결,M,3,"사무직 (일반사무직, 공무원, 직업군인)","1,000만원 이상",아니오,          ,아파트/ 주상복합,대구,달서구,대곡동,"대형차 (제너시스, BMW5급 등)"
산림치유원,영주 국립산림치유원 숲 체험 프로그램 등산 힐링캠프,M,3,"사무직 (일반사무직, 공무원, 직업군인)","1,000만원 이상",아니오,          ,아파트/ 주상복합,대구,달서구,대곡동,"대형차 (제너시스, BMW5급 등)"
산림치유원,영주여행 산림치유원에서의하룻밤,F,5,,,      ,          ,,서울,서대문구,홍제동,
산림치유원,영주 국립산림치유원에서 제대로 힐링하세요!,F,4,"주부 (전업주부, 파트타임 근무 주부)",400~499만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,광진구,광장동,
산림치유원,국립산림치유원 마실치유숲길,F,3,,,      ,          ,,대구,수성구,신매동,
산림치유원,영주여행 무섬마을 산림치유원여행,F,3,,,      ,          ,,대구,수성구,신매동,
산림치유원,"영주 국립산림치유원,홍천 힐리언스 선마을~나의 웰니스 라이프, 나의 웰니스 여행, My Wellness Life",F,4,,,      ,          ,,인천,남동구,만수2동,
산림치유원,국립 지덕권산림치유원 조성 본격 착수 - 전라북도 주간 소식,F,5,,,      ,          ,,서울,구로구,개봉2동,
산림치유원,[영주가볼만한곳] 영주 국립산림치유원,M,4,"사무직 (일반사무직, 공무원, 직업군인)",600~699만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,강동구,고덕1동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
산림치유원,영주여행 산림치유원에서의하룻밤,F,5,"전문직 (의사, 판검사, 예술가, 종교인)",200~299만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,대구,달서구,본리동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
산림치유원,국립산림치유원 마실치유숲길(다스림 데크로드),F,2,,,      ,          ,,경북,구미시,고아읍,
산림치유원,해라이트-국립산림치유원,F,4,,,      ,          ,,경기,김포시,풍무동,
산림치유원,경북 영주 가볼만한곳 국립산림치유원 먹었던 밥 네 끼 / 두 그릇은 기본,F,3,,,      ,          ,,경기,고양시 일산서구,탄현동,
산림치유원,지리산 덕유산 산림치유원 조성 MOU(업무협약)체결,F,4,"사무직 (일반사무직, 공무원, 직업군인)","1,000만원 이상",예    ,자녀 없음 ,아파트/ 주상복합,서울,송파구,가락동,
산림치유원,영주 국립산림치유원 숲 체험 프로그램 등산 힐링캠프,F,3,"주부 (전업주부, 파트타임 근무 주부)",300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,대전,중구,태평동,
산림치유원,국립산림치유원_문필마을 주변,M,3,"사무직 (일반사무직, 공무원, 직업군인)",400~499만원,아니오,          ,단독주택,부산,동구,수정2동,
산림치유원,국립 지덕권산림치유원 조상 본격 착수 - 전라북도 주간 소식,F,3,"사무직 (일반사무직, 공무원, 직업군인)",700~799만원,예    ,자녀 없음 ,아파트/ 주상복합,서울,강동구,암사2동,"경차 (모닝, 스파크 등)"
산림치유원,<국립산림치유원 제1차 산림치유 콜로키움 후기> : 풍기역에서 산림치유원 걸어가기,F,2,"사무직 (일반사무직, 공무원, 직업군인)",200~299만원,아니오,          ,연립주택/ 다세대/ 빌라,서울,관악구,봉천동,
산림치유원,영주 국립산림치유원에서 제대로 힐링하세요!,F,2,"사무직 (일반사무직, 공무원, 직업군인)",200~299만원,아니오,          ,연립주택/ 다세대/ 빌라,서울,관악구,봉천동,
산림치유원,영주여행 무섬마을 산림치유원여행,F,4,"주부 (전업주부, 파트타임 근무 주부)",200~299만원,예    ,자녀 있음 ,아파트/ 주상복합,강원,태백시,황지동,
산림치유원,"국립산림치유원 고도원 원장님과의 만남, 한국산림복지진흥원 블로그기자단 팸투어 #1",F,4,"주부 (전업주부, 파트타임 근무 주부)",200~299만원,예    ,자녀 있음 ,아파트/ 주상복합,강원,태백시,황지동,
산림치유원,국립산림치유원 1박2일 팸투어 힐링♥,F,2,"학생 (초중고학생, 대학생, 대학원생)",400~499만원,아니오,          ,연립주택/ 다세대/ 빌라,경기,군포시,대야미동,
산림치유원,국립산림치유원에서 맞이한 행복한 추석 연휴,M,3,,,      ,          ,,서울,동작구,사당3동,
산림치유원,국립 산림 치유원 데크로드,F,3,,,      ,          ,,,,,
산림치유원,영주 국립산림치유원 숲 체험 프로그램 등산 힐링캠프,M,4,"사무직 (일반사무직, 공무원, 직업군인)",400~499만원,아니오,          ,아파트/ 주상복합,경기,남양주시,화도읍,"준대형차 (그랜저, K7, 알페온, 캠리급, 파사트급 등)"
산림치유원,국립산림치유원 영주 소백산으로 gfa 대가대 치유및 복지원예사과정에서 견학을 다녀왔어요.,F,5,"사무직 (일반사무직, 공무원, 직업군인)",400~499만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,고양시 일산서구,탄현동,
산림치유원,"국립산림치유원, 웰니스관광 2회 연속선정",F,2,"학생 (초중고학생, 대학생, 대학원생)","1,000만원 이상",아니오,          ,아파트/ 주상복합,울산,북구,화봉동,
산림치유원,영주 국립산림치유원 숲 체험 프로그램 등산 힐링캠프,F,4,"주부 (전업주부, 파트타임 근무 주부)",300~399만원,예    ,자녀 없음 ,아파트/ 주상복합,인천,부평구,갈산2동,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
산림치유원,"국립산림치유원 고도원 원장님과의 만남, 한국산림복지진흥원 블로그기자단 팸투어 #1",M,2,"생산/노무직 (생산감독, 경비원, 공장근로자)",300~399만원,아니오,          ,아파트/ 주상복합,경기,시흥시,은행동,"중형SUV (싼타페, 쏘렌토, 캡티바, BMW X3급 등)"
산림치유원,20180908 영주 국립산림치유원의 야생화,F,4,"판매직 (상점점원, 보험설계사, 노점상)",100~199만원,예    ,자녀 있음 ,단독주택,경북,포항시 북구,여천동,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
치유의숲,영주 치유의 숲 - Daum 검색,M,5,"사무직 (일반사무직, 공무원, 직업군인)",600~699만원,예    ,자녀 있음 ,아파트/ 주상복합,대구,수성구,사월동,"준대형차 (그랜저, K7, 알페온, 캠리급, 파사트급 등)"
치유의숲,영주 치유의 숲 데크로드가는길 : 네이버 블로그,M,5,"사무직 (일반사무직, 공무원, 직업군인)",600~699만원,예    ,자녀 있음 ,아파트/ 주상복합,대구,수성구,사월동,"준대형차 (그랜저, K7, 알페온, 캠리급, 파사트급 등)"
치유의숲,영주 치유의 숲 - Daum 검색,M,5,"사무직 (일반사무직, 공무원, 직업군인)",600~699만원,예    ,자녀 있음 ,아파트/ 주상복합,대구,수성구,사월동,"준대형차 (그랜저, K7, 알페온, 캠리급, 파사트급 등)"
치유의숲,영주 치유의 숲 - Daum 검색,M,5,"사무직 (일반사무직, 공무원, 직업군인)",600~699만원,예    ,자녀 있음 ,아파트/ 주상복합,대구,수성구,사월동,"준대형차 (그랜저, K7, 알페온, 캠리급, 파사트급 등)"
치유의숲,영주 치유의 숲 - Daum 검색,M,5,"사무직 (일반사무직, 공무원, 직업군인)",600~699만원,예    ,자녀 있음 ,아파트/ 주상복합,대구,수성구,사월동,"준대형차 (그랜저, K7, 알페온, 캠리급, 파사트급 등)"
치유의숲,영주 치유의 숲 - Daum 검색,M,5,"사무직 (일반사무직, 공무원, 직업군인)",600~699만원,예    ,자녀 있음 ,아파트/ 주상복합,대구,수성구,사월동,"준대형차 (그랜저, K7, 알페온, 캠리급, 파사트급 등)"
산림치유원,영주여행 산림치유원에서의하룻밤,F,5,"주부 (전업주부, 파트타임 근무 주부)",300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,서초구,방배4동,
산림치유원,국립산림치유원에서 치유를 경험하다,M,4,,,      ,          ,,인천,부평구,부평1동,
산림치유원,"[복권기금이야기] 기금투어, 국립산림치유원 숲 체험 캠프",F,3,,,      ,          ,,서울,송파구,신천동,
산림치유원,[181206] 국립산림치유원(#다스림),F,4,,,      ,          ,,서울,도봉구,방학3동,
산림치유원,"국립산림치유원, 다스림 데크로드 유아숲체험 현장",F,2,,,      ,          ,,충북,청원군,부용면,
산림치유원,국립 산림 치유원 데크로드,F,4,"주부 (전업주부, 파트타임 근무 주부)",500~599만원,예    ,자녀 있음 ,아파트/ 주상복합,인천,부평구,삼산1동,"경차 (모닝, 스파크 등)"
산림치유원,[영주가볼만한곳] 영주 국립산림치유원,M,5,,,      ,          ,,전남,광양시,금호동,
산림치유원,국립산림치유원,M,2,,,      ,          ,,경기,성남시 분당구,판교동,
산림치유원,영주 이야기 6. 산림치유원 다스림 데크로드,F,5,"전문직 (의사, 판검사, 예술가, 종교인)",200~299만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,대구,달서구,본리동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
산림치유원,국립산림치유원에서 건강치유체험하기,M,5,"생산/노무직 (생산감독, 경비원, 공장근로자)",500~599만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,은평구,대조동,
산림치유원,영주여행 무섬마을 산림치유원여행,M,5,"생산/노무직 (생산감독, 경비원, 공장근로자)",500~599만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,은평구,대조동,
산림치유원,영주 국립산림치유원 숲 체험 프로그램 등산 힐링캠프,F,3,,,      ,          ,,충북,충주시,교현동,
산림치유원,경북영주 가볼만한곳 국립산림치유원 이용후기,M,3,"기능직 (자동차정비, 운전기사, 안경사, 택시기사)",600~699만원,아니오,          ,아파트/ 주상복합,부산,동구,범일4동,"준대형차 (그랜저, K7, 알페온, 캠리급, 파사트급 등)"
산림치유원,조달청 나라장터 여행상품 영주 국립산림치유원(2018 가을여행주간),F,3,"전문직 (의사, 판검사, 예술가, 종교인)",800~899만원,아니오,          ,단독주택,경기,가평군,상면,"중형SUV (싼타페, 쏘렌토, 캡티바, BMW X3급 등)"
산림치유원,국립산림치유원 1박2일 팸투어 힐링♥,M,3,,,      ,          ,,경기,성남시 중원구,상대원1동,
산림치유원,국립산림치유원에서 맞이한 행복한 추석 연휴,M,4,"사무직 (일반사무직, 공무원, 직업군인)",400~499만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,화성시,반월동,"준중형SUV (투싼, 스포티지, QM5, 티구안급 등)"
산림치유원,국립산림치유원 1박2일 팸투어 힐링♥,F,2,"주부 (전업주부, 파트타임 근무 주부)",200~299만원,예    ,자녀 없음 ,연립주택/ 다세대/ 빌라,경기,파주시,파주읍,
산림치유원,[181206] 국립산림치유원(#다스림),M,5,"기능직 (자동차정비, 운전기사, 안경사, 택시기사)",200~299만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,강남구,청담동,"준대형차 (그랜저, K7, 알페온, 캠리급, 파사트급 등)"
산림치유원,국립산림치유원에서 건강치유체험하기,M,4,"기능직 (자동차정비, 운전기사, 안경사, 택시기사)",400~499만원,예    ,자녀 없음 ,아파트/ 주상복합,전남,진도군,고군면,
치유의숲,아름다운 가을 ‘부산 치유의 숲’으로 가자 : 네이버 블로그,F,2,"주부 (전업주부, 파트타임 근무 주부)",100~199만원,아니오,          ,단독주택,부산,동래구,칠산동,
산림치유원,"국립산림치유원, 다스림 데크로드 유아숲체험 현장",F,4,"사무직 (일반사무직, 공무원, 직업군인)",500~599만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,부천시 원미구,중2동,"중형SUV (싼타페, 쏘렌토, 캡티바, BMW X3급 등)"
산림치유원,국립산림치유원 따라 서원 여행,M,3,,,      ,          ,,전남,순천시,매곡동,
산림치유원,"[웰니스관광서포터즈] 힐링과 치유의 중심지, 국립산림치유원 프로그램 안내 (2) : 데크로드 / 주치마을",M,4,기타 ,200~299만원,아니오,          ,연립주택/ 다세대/ 빌라,서울,광진구,자양1동,기타 (승합차/트럭/화물차/기타 차량 등)
산림치유원,영주 국립산림치유원,F,3,"주부 (전업주부, 파트타임 근무 주부)",200~299만원,예    ,자녀 없음 ,아파트/ 주상복합,부산,사하구,다대동,
산림치유원,영주여행 산림치유원에서의하룻밤,F,3,"주부 (전업주부, 파트타임 근무 주부)",300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,경남,함안군,가야읍,"경차 (모닝, 스파크 등)"
