체험,사이트제목,성별,연령,직업,소득,결혼,자녀,주거,시도,구,동,자동차
숲체험교육확동,[동암/꼬마성어린이집]의교육활동:숲체험을소개합니다,M,3,"농/축/광/수산업 (축산, 낙농업, 수산, 임업, 광업)",300~399만원,아니오,          ,단독주택,전남,담양군,대전면,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
산림체험프로그램,금산산림문화타운오감만족숲체험프로그램본격가동,F,5,,,      ,          ,,광주,서구,상무동,
산림체험프로그램,장령산자연휴양림치유의숲산림치유염색체험프로그램안내,M,4,,,      ,          ,,경기,수원시 영통구,영통동,
숲체험프로그램,인천야간숲체험프로그램,M,4,,,      ,          ,,경기,수원시 영통구,영통동,
산림복합체험프로그램,자연을똑똑하게즐겨보자!국립자연휴양림산림복합체험센터?|,F,4,,,      ,          ,,서울,마포구,중동,
숲체험프로그램,민토리숲학교힐링숲체험프로그램MidsummerCandleNightatMintoryForest,F,3,"생산/노무직 (생산감독, 경비원, 공장근로자)",200~299만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,서울,강남구,일원동,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
숲체험프로그램,대전주말숲체험프로그램-행복한숲체험♩,F,3,,,      ,          ,,서울,양천구,목동,
숲체험프로그램,유아숲체험프로그램,F,3,,,      ,          ,,서울,강서구,방화3동,
숲체험교육확동,"초등학교3학년환경교육,숲체험~경남환경교육원자연환경해설사활동/청아생태농장/경남체험학습/사천사남초등학교",F,3,"전문직 (의사, 판검사, 예술가, 종교인)",800~899만원,예    ,자녀 없음 ,오피스텔,대구,남구,대명3동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
숲체험교육확동,숲체험교육활동숲에만집중하다,F,3,"사무직 (일반사무직, 공무원, 직업군인)",600~699만원,예    ,자녀 없음 ,연립주택/ 다세대/ 빌라,경기,남양주시,화도읍,"소형차 (액센트, 프라이드, 아베오, 피아트급 등)"
숲체험프로그램,대전주말숲체험프로그램-행복한숲체험♩,F,4,,,      ,          ,,서울,강서구,방화3동,
숲체험프로그램,2018찾아가는숲체험프로그램안내,F,2,,,      ,          ,,경남,거제시,옥포2동,
산림체험프로그램,장령산자연휴양림치유의숲산림치유염색체험프로그램안내,F,4,,,      ,          ,,경기,화성시,동탄면,
숲체험교육확동,[동암/꼬마성어린이집]의교육활동:숲체험을소개합니다,F,3,,,      ,          ,,경기,남양주시,화도읍,
숲체험프로그램,2018찾아가는숲체험프로그램안내,F,3,,,      ,          ,,경기,남양주시,화도읍,
숲체험교육확동,서울숲숲체험교육활동다녀왔어요_레고시티리포터챌린지,F,4,,,      ,          ,,경기,수원시 영통구,망포동,
산림체험프로그램,<횡성가볼만한곳>국립횡성숲체원;횡성여행횡성힐링여행지/숲속산책로가예쁜장소/산림체험교육프로그램/가족여행커플여행추천,F,3,,,      ,          ,,경기,용인시 수지구,동천동,
숲체험프로그램,"서울준법지원센터,보호관찰청소년‘숲체험프로그램’실시",M,3,,,      ,          ,,인천,계양구,계산동,
숲체험프로그램,예약안내및숲체험프로그램후기,F,3,무직,100만원 미만,아니오,          ,아파트/ 주상복합,광주,광산구,월곡동,
숲체험프로그램,"함허동천,숲체험프로그램",F,2,,,      ,          ,,경남,함안군,가야읍,
산림체험프로그램,맑은누리청소년방과후아카데미10월주말체험프로그램:산림문화체험-숲의가을을만들다.,F,5,,,      ,          ,,충남,아산시,둔포면,
숲체험교육확동,"초등학교3학년환경교육,숲체험~경남환경교육원자연환경해설사활동/청아생태농장/경남체험학습/사천사남초등학교",F,3,,,      ,          ,,경기,고양시 일산서구,주엽1동,
산림복합체험프로그램,자연을똑똑하게즐겨보자!국립자연휴양림산림복합체험센터?|,F,4,"주부 (전업주부, 파트타임 근무 주부)",300~399만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,경남,창원시 마산회원구,구암1동,
숲체험교육확동,서울숲숲체험교육활동다녀왔어요_레고시티리포터챌린지,F,4,,,      ,          ,,경기,김포시,풍무동,
숲체험프로그램,"함허동천,숲체험프로그램",F,3,,,      ,          ,,경기,화성시,병점동,
산림복합체험프로그램,산림복합체험센터와자생식물원,F,3,"사무직 (일반사무직, 공무원, 직업군인)",600~699만원,아니오,          ,연립주택/ 다세대/ 빌라,서울,노원구,공릉동,
산림체험프로그램,장령산자연휴양림치유의숲산림치유염색체험프로그램안내,F,3,,,      ,          ,,경남,밀양시,내이동,
숲체험프로그램,도심속행복한부산시민공원숲체험프로그램으로출발,F,4,기타 ,200~299만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,서울,강북구,우이동,
숲체험프로그램,대전주말숲체험프로그램-행복한숲체험♩,M,3,"사무직 (일반사무직, 공무원, 직업군인)",300~399만원,예    ,자녀 없음 ,아파트/ 주상복합,서울,영등포구,당산동,"중형SUV (싼타페, 쏘렌토, 캡티바, BMW X3급 등)"
산림체험프로그램,맑은누리청소년방과후아카데미10월주말체험프로그램:산림문화체험-숲의가을을만들다.,M,3,"사무직 (일반사무직, 공무원, 직업군인)",300~399만원,예    ,자녀 없음 ,아파트/ 주상복합,서울,영등포구,당산동,"중형SUV (싼타페, 쏘렌토, 캡티바, BMW X3급 등)"
숲체험교육확동,군산서초등학교숲체험운영,F,3,,,      ,          ,,경기,파주시,광탄면,
숲체험교육확동,[대구북구복현동산격동검단동코스트코근처어린이집유치원]<숲은늘~즐거워요??대구숲체험>교육으로행복한세상을만들어가는사회복지법인나래영재어린이집,F,2,,,      ,          ,,서울,강북구,수유3동,
숲체험프로그램,"서울준법지원센터,보호관찰청소년‘숲체험프로그램’실시",F,2,"사무직 (일반사무직, 공무원, 직업군인)",200~299만원,예    ,자녀 있음 ,아파트/ 주상복합,전남,영암군,삼호읍,
숲체험교육확동,숲체험교육사업단단체참가자모집에국가유공자단체포함,F,3,,,      ,          ,,서울,양천구,신정동,
숲체험교육확동,"초등학교3학년환경교육,숲체험~경남환경교육원자연환경해설사활동/청아생태농장/경남체험학습/사천사남초등학교",F,3,"전문직 (의사, 판검사, 예술가, 종교인)",300~399만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,대구,남구,대명9동,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
숲체험프로그램,"서울준법지원센터,보호관찰청소년‘숲체험프로그램’실시",F,3,"전문직 (의사, 판검사, 예술가, 종교인)",300~399만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,대구,남구,대명9동,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
숲체험교육확동,산림복지취약계충에게숲체험교육운영,F,4,"주부 (전업주부, 파트타임 근무 주부)",400~499만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,용인시 기흥구,영덕동,
숲체험교육확동,"유아숲체험도함께,국립칠곡숲체원",F,3,"주부 (전업주부, 파트타임 근무 주부)",300~399만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,서울,강동구,길동,
숲체험프로그램,유아숲체험프로그램,F,3,"전문직 (의사, 판검사, 예술가, 종교인)",100~199만원,예    ,자녀 있음 ,아파트/ 주상복합,전남,순천시,덕암동,
산림체험프로그램,장령산자연휴양림치유의숲산림치유염색체험프로그램안내,M,3,,,      ,          ,,서울,강남구,논현1동,
숲체험프로그램,예약안내및숲체험프로그램후기,F,4,,,      ,          ,,대전,동구,가양2동,
숲체험프로그램,"숲체험프로그램,숲체험활동,숲체험놀이등숲에서할수있는휴양문화를소개합니다.",F,4,,,      ,          ,,대전,동구,가양2동,
숲체험프로그램,"함허동천,숲체험프로그램",F,4,,,      ,          ,,대전,동구,가양2동,
숲체험프로그램,유아숲체험프로그램,M,2,,,      ,          ,,대전,서구,둔산2동,
숲체험프로그램,초등딸1학기트레킹숲체험프로그램을마쳤어요,F,3,,,      ,          ,,인천,계양구,계산2동,
숲체험프로그램,인천야간숲체험프로그램,F,4,"주부 (전업주부, 파트타임 근무 주부)",600~699만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,마포구,상암동,"준대형차 (그랜저, K7, 알페온, 캠리급, 파사트급 등)"
숲체험프로그램,유아숲체험프로그램,M,4,무직,100만원 미만,예    ,자녀 없음 ,아파트/ 주상복합,강원,동해시,묵호진동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
숲체험프로그램,초등딸1학기트레킹숲체험프로그램을마쳤어요,F,3,"사무직 (일반사무직, 공무원, 직업군인)",600~699만원,예    ,자녀 없음 ,연립주택/ 다세대/ 빌라,서울,성동구,행당동,"준대형차 (그랜저, K7, 알페온, 캠리급, 파사트급 등)"
산림복합체험프로그램,산림복합체험센터와자생식물원,F,3,"농/축/광/수산업 (축산, 낙농업, 수산, 임업, 광업)",200~299만원,아니오,          ,연립주택/ 다세대/ 빌라,서울,동작구,상도동,
산림체험프로그램,<횡성가볼만한곳>국립횡성숲체원;횡성여행횡성힐링여행지/숲속산책로가예쁜장소/산림체험교육프로그램/가족여행커플여행추천,F,2,"사무직 (일반사무직, 공무원, 직업군인)","1,000만원 이상",아니오,          ,연립주택/ 다세대/ 빌라,서울,강남구,역삼1동,
숲체험교육확동,"아산교육지원청,초등학생대상숲체험교육운영",F,4,"사무직 (일반사무직, 공무원, 직업군인)","1,000만원 이상",아니오,          ,아파트/ 주상복합,서울,서초구,잠원동,"준대형차 (그랜저, K7, 알페온, 캠리급, 파사트급 등)"
숲체험프로그램,"부산시,‘생애주기별숲체험프로그램’운영",F,3,"교직 (교사, 유치원교사, 학원강사)",600~699만원,예    ,자녀 없음 ,아파트/ 주상복합,경기,부천시 원미구,중2동,
숲체험교육확동,"초등4학년숲체험,지리산경남환경교육원자연환경해설사활동~경남체험/생태체험/청아생태농장/숲해설/고성초등학교",F,3,"전문직 (의사, 판검사, 예술가, 종교인)",200~299만원,아니오,          ,연립주택/ 다세대/ 빌라,서울,광진구,중곡1동,
숲체험교육확동,숲체험교육활동숲에만집중하다,F,3,"사무직 (일반사무직, 공무원, 직업군인)","1,000만원 이상",아니오,          ,단독주택,충남,연기군,남면,"소형차 (액센트, 프라이드, 아베오, 피아트급 등)"
숲체험프로그램,유아숲체험프로그램,F,3,"사무직 (일반사무직, 공무원, 직업군인)",200~299만원,예    ,자녀 있음 ,단독주택,충남,보령시,주교면,"소형차 (액센트, 프라이드, 아베오, 피아트급 등)"
숲체험교육확동,[봉화]힐빙스테이4기/봉화가족체험프로그램/봉화춘양목숲힐빙프로그램/봉화가족캠프/춘양목숲체험교육/봉화힐빙스테이,F,2,"서비스직 (요식업, 숙박업, 미용실종업원)",200~299만원,아니오,          ,아파트/ 주상복합,부산,영도구,청학1동,
숲체험프로그램,삼선산수목원숲체험프로그램<우리동네수목원여행>,M,3,"판매직 (상점점원, 보험설계사, 노점상)",200~299만원,예    ,자녀 없음 ,아파트/ 주상복합,서울,송파구,오금동,
숲체험교육확동,"유아숲체험도함께,국립칠곡숲체원",F,3,"주부 (전업주부, 파트타임 근무 주부)",500~599만원,예    ,자녀 없음 ,아파트/ 주상복합,대전,서구,둔산1동,"경차 (모닝, 스파크 등)"
숲체험교육확동,2018년학술림숲체험교육,F,4,"사무직 (일반사무직, 공무원, 직업군인)",100~199만원,예    ,자녀 있음 ,단독주택,경기,수원시 영통구,매탄4동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
숲체험교육확동,산림복지취약계충에게숲체험교육운영,F,3,"관리직 (사장, 간부, 고위공무원)",100~199만원,아니오,          ,아파트/ 주상복합,경기,양평군,양평읍,"소형차 (액센트, 프라이드, 아베오, 피아트급 등)"
숲체험프로그램,대전주말숲체험프로그램-행복한숲체험♩,F,4,"주부 (전업주부, 파트타임 근무 주부)",300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,수원시 영통구,하동,
숲체험프로그램,유아숲체험프로그램,F,2,"학생 (초중고학생, 대학생, 대학원생)",400~499만원,아니오,          ,아파트/ 주상복합,대전,서구,둔산2동,
숲체험교육확동,숲체험교육사업단단체참가자모집에국가유공자단체포함,F,4,"사무직 (일반사무직, 공무원, 직업군인)",200~299만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,서울,양천구,신정3동,
산림체험프로그램,<횡성가볼만한곳>국립횡성숲체원;횡성여행횡성힐링여행지/숲속산책로가예쁜장소/산림체험교육프로그램/가족여행커플여행추천,F,2,"사무직 (일반사무직, 공무원, 직업군인)",800~899만원,아니오,          ,아파트/ 주상복합,서울,서초구,서초1동,
숲체험교육확동,작은손마켓놀이숲체험유치원즐거워요,F,4,무직,200~299만원,예    ,자녀 있음 ,아파트/ 주상복합,인천,남동구,남촌동,
숲체험교육확동,서울숲숲체험교육활동다녀왔어요_레고시티리포터챌린지,F,3,"전문직 (의사, 판검사, 예술가, 종교인)",500~599만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,대전,중구,문창동,"중형SUV (싼타페, 쏘렌토, 캡티바, BMW X3급 등)"
숲체험프로그램,대전주말숲체험프로그램-행복한숲체험♩,F,4,"사무직 (일반사무직, 공무원, 직업군인)",900~999만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,관악구,삼성동,"MPV (카니발, 올란도, 피카소급, 오딧세이 등)"
산림복합체험프로그램,편백나무숲키즈카페산림복합체험센터,F,4,"서비스직 (요식업, 숙박업, 미용실종업원)",100~199만원,아니오,          ,연립주택/ 다세대/ 빌라,서울,양천구,신월1동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
숲체험교육확동,[대구북구복현동산격동검단동코스트코근처어린이집유치원]<숲은늘~즐거워요??대구숲체험>교육으로행복한세상을만들어가는사회복지법인나래영재어린이집,F,2,"사무직 (일반사무직, 공무원, 직업군인)",800~899만원,예    ,자녀 있음 ,오피스텔,서울,영등포구,도림동,
산림복합체험프로그램,편백나무숲키즈카페산림복합체험센터,F,4,"주부 (전업주부, 파트타임 근무 주부)",300~399만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,서울,동작구,상도3동,
숲체험교육확동,작은손마켓놀이숲체험유치원즐거워요,F,3,"전문직 (의사, 판검사, 예술가, 종교인)",300~399만원,아니오,          ,연립주택/ 다세대/ 빌라,서울,서초구,서초동,
숲체험프로그램,인천야간숲체험프로그램,F,3,"주부 (전업주부, 파트타임 근무 주부)",300~399만원,예    ,자녀 없음 ,아파트/ 주상복합,서울,동작구,사당4동,
숲체험교육확동,영남대학교숲체험교육사업,F,3,"관리직 (사장, 간부, 고위공무원)",200~299만원,아니오,          ,아파트/ 주상복합,부산,사하구,하단2동,
숲체험교육확동,서울숲숲체험교육활동다녀왔어요_레고시티리포터챌린지,F,2,"주부 (전업주부, 파트타임 근무 주부)",200~299만원,예    ,자녀 있음 ,아파트/ 주상복합,경남,창녕군,창녕읍,"중형SUV (싼타페, 쏘렌토, 캡티바, BMW X3급 등)"
숲체험프로그램,민토리숲학교힐링숲체험프로그램MidsummerCandleNightatMintoryForest,F,3,"서비스직 (요식업, 숙박업, 미용실종업원)",400~499만원,예    ,자녀 없음 ,연립주택/ 다세대/ 빌라,경기,성남시 분당구,야탑동,
숲체험교육확동,숲체험교육활동숲에만집중하다,F,4,"판매직 (상점점원, 보험설계사, 노점상)",500~599만원,아니오,          ,아파트/ 주상복합,서울,중구,봉래동1가,
산림체험프로그램,금산산림문화타운오감만족숲체험프로그램본격가동,F,3,,,      ,          ,,경기,수원시 영통구,매탄3동,
산림체험프로그램,장령산자연휴양림치유의숲산림치유염색체험프로그램안내,F,4,"교직 (교사, 유치원교사, 학원강사)",300~399만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,서울,강서구,방화2동,
숲체험프로그램,핸드폰OFF숲체험ON-청소년힐링숲체험프로그램(자원봉사시간인정),F,4,"교직 (교사, 유치원교사, 학원강사)",600~699만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,수원시 영통구,하동,"준중형SUV (투싼, 스포티지, QM5, 티구안급 등)"
숲체험교육확동,작은손마켓놀이숲체험유치원즐거워요,F,4,"판매직 (상점점원, 보험설계사, 노점상)",300~399만원,아니오,          ,아파트/ 주상복합,서울,마포구,망원동,
산림복합체험프로그램,자연을똑똑하게즐겨보자!국립자연휴양림산림복합체험센터?|,F,3,"서비스직 (요식업, 숙박업, 미용실종업원)",200~299만원,예    ,자녀 없음 ,아파트/ 주상복합,광주,광산구,도산동,
숲체험프로그램,삼선산수목원숲체험프로그램<우리동네수목원여행>,F,5,"교직 (교사, 유치원교사, 학원강사)",500~599만원,아니오,          ,단독주택,경기,성남시 중원구,상대원3동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
숲체험프로그램,도심속행복한부산시민공원숲체험프로그램으로출발,F,3,"사무직 (일반사무직, 공무원, 직업군인)",200~299만원,아니오,          ,연립주택/ 다세대/ 빌라,부산,연제구,연산5동,"경차 (모닝, 스파크 등)"
산림복합체험프로그램,"[소상공인연합신문]증평군,좌구산숲명상의집가을철산림복합프로그램체험객인기",F,3,"사무직 (일반사무직, 공무원, 직업군인)",200~299만원,아니오,          ,연립주택/ 다세대/ 빌라,부산,연제구,연산5동,"경차 (모닝, 스파크 등)"
숲체험교육확동,"유아숲체험도함께,국립칠곡숲체원",F,3,"사무직 (일반사무직, 공무원, 직업군인)",500~599만원,아니오,          ,아파트/ 주상복합,서울,서초구,방배3동,"중형SUV (싼타페, 쏘렌토, 캡티바, BMW X3급 등)"
숲체험교육확동,[봉화]힐빙스테이4기/봉화가족체험프로그램/봉화춘양목숲힐빙프로그램/봉화가족캠프/춘양목숲체험교육/봉화힐빙스테이,F,3,무직,400~499만원,아니오,          ,연립주택/ 다세대/ 빌라,서울,강동구,성내2동,
숲체험프로그램,초등딸1학기트레킹숲체험프로그램을마쳤어요,F,4,기타 ,500~599만원,아니오,          ,아파트/ 주상복합,대구,수성구,범물1동,
산림체험프로그램,장령산자연휴양림치유의숲산림치유염색체험프로그램안내,M,4,기타 ,300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,대전,중구,문화동,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
숲체험프로그램,민토리숲학교힐링숲체험프로그램MidsummerCandleNightatMintoryForest,F,4,"주부 (전업주부, 파트타임 근무 주부)",400~499만원,예    ,자녀 있음 ,아파트/ 주상복합,부산,북구,구포2동,
숲체험프로그램,"숲체험프로그램,숲체험활동,숲체험놀이등숲에서할수있는휴양문화를소개합니다.",F,3,,,      ,          ,,서울,구로구,궁동,
숲체험프로그램,"아이랑갈만한곳,양평쉬자파크유아숲체험프로그램",M,4,,,      ,          ,,서울,송파구,문정동,
산림체험프로그램,장령산자연휴양림치유의숲산림치유염색체험프로그램안내,F,4,"주부 (전업주부, 파트타임 근무 주부)",500~599만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,수원시 팔달구,화서동,"소형차 (액센트, 프라이드, 아베오, 피아트급 등)"
산림복합체험프로그램,자연을똑똑하게즐겨보자!국립자연휴양림산림복합체험센터?|,F,2,,,      ,          ,,서울,동대문구,이문1동,
산림복합체험프로그램,자연을똑똑하게즐겨보자!국립자연휴양림산림복합체험센터?|,F,2,,,      ,          ,,제주,제주시,일도2동,
산림체험프로그램,맑은누리청소년방과후아카데미10월주말체험프로그램:산림문화체험-숲의가을을만들다.,F,4,,,      ,          ,,서울,중랑구,중화1동,
숲체험교육확동,작은손마켓놀이숲체험유치원즐거워요,F,3,,,      ,          ,,부산,수영구,망미1동,
숲체험교육확동,"유아숲체험도함께,국립칠곡숲체원",F,4,,,      ,          ,,제주,제주시,오라1동,
산림복합체험프로그램,자연을똑똑하게즐겨보자!국립자연휴양림산림복합체험센터?|,F,4,"주부 (전업주부, 파트타임 근무 주부)",300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,인천,남구,용현5동,
숲체험프로그램,"아이랑갈만한곳,양평쉬자파크유아숲체험프로그램",F,4,"사무직 (일반사무직, 공무원, 직업군인)",300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,부산,해운대구,좌1동,"MPV (카니발, 올란도, 피카소급, 오딧세이 등)"
숲체험프로그램,삼선산수목원숲체험프로그램<우리동네수목원여행>,F,4,"사무직 (일반사무직, 공무원, 직업군인)",300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,김포시,운양동,
숲체험교육확동,숲체험교육활동숲에만집중하다,F,5,"주부 (전업주부, 파트타임 근무 주부)",400~499만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,동대문구,청량리동,"준대형차 (그랜저, K7, 알페온, 캠리급, 파사트급 등)"
숲체험교육확동,[대구북구복현동산격동검단동코스트코근처어린이집유치원]<숲은늘~즐거워요??대구숲체험>교육으로행복한세상을만들어가는사회복지법인나래영재어린이집,F,3,,,      ,          ,,전북,전주시 덕진구,덕진동2가,
산림체험프로그램,맑은누리청소년방과후아카데미10월주말체험프로그램:산림문화체험-숲의가을을만들다.,F,3,"사무직 (일반사무직, 공무원, 직업군인)",200~299만원,예    ,자녀 없음 ,연립주택/ 다세대/ 빌라,대구,서구,평리2동,
숲체험프로그램,"부산시,‘생애주기별숲체험프로그램’운영",F,3,,,      ,          ,,경남,양산시,덕계동,
숲체험교육확동,[대구북구복현동산격동검단동코스트코근처어린이집유치원]<숲은늘~즐거워요??대구숲체험>교육으로행복한세상을만들어가는사회복지법인나래영재어린이집,F,5,"사무직 (일반사무직, 공무원, 직업군인)",600~699만원,예    ,자녀 있음 ,아파트/ 주상복합,충남,아산시,배방읍,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
숲체험교육확동,숲체험교육사업단단체참가자모집에국가유공자단체포함,F,3,,,      ,          ,,대구,북구,복현2동,
숲체험프로그램,"함허동천,숲체험프로그램",F,4,"사무직 (일반사무직, 공무원, 직업군인)",400~499만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,경기,수원시 영통구,하동,
산림복합체험프로그램,자연을똑똑하게즐겨보자!국립자연휴양림산림복합체험센터?|,F,3,,,      ,          ,,부산,금정구,구서1동,
숲체험프로그램,삼선산수목원숲체험프로그램<우리동네수목원여행>,M,3,"농/축/광/수산업 (축산, 낙농업, 수산, 임업, 광업)",300~399만원,아니오,          ,단독주택,전남,담양군,대전면,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
숲체험교육확동,"안성아름다운어린이집,안성시내어린이집,안성어린이집,어린이집활동,만5세,숲체험,안성맞춤랜드",F,3,"주부 (전업주부, 파트타임 근무 주부)",300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,강남구,논현1동,
숲체험프로그램,"함허동천,숲체험프로그램",F,3,무직,300~399만원,아니오,          ,단독주택,경남,창원시 마산회원구,양덕동,
숲체험프로그램,도심속행복한부산시민공원숲체험프로그램으로출발,F,3,,,      ,          ,,서울,관악구,신림동,
숲체험프로그램,예약안내및숲체험프로그램후기,F,3,,,      ,          ,,서울,양천구,목동,
숲체험교육확동,군산서초등학교숲체험운영,F,3,,,      ,          ,,서울,강북구,삼양동,
숲체험프로그램,초등딸1학기트레킹숲체험프로그램을마쳤어요,F,4,"주부 (전업주부, 파트타임 근무 주부)",500~599만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,수원시 장안구,정자동,
숲체험교육확동,숲체험교육활동숲에만집중하다,F,3,"주부 (전업주부, 파트타임 근무 주부)",200~299만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,서울,용산구,서계동,
산림복합체험프로그램,편백나무숲키즈카페산림복합체험센터,M,3,"사무직 (일반사무직, 공무원, 직업군인)",600~699만원,아니오,          ,단독주택,경북,구미시,원평동,"중형SUV (싼타페, 쏘렌토, 캡티바, BMW X3급 등)"
숲체험교육확동,"초등4학년숲체험,지리산경남환경교육원자연환경해설사활동~경남체험/생태체험/청아생태농장/숲해설/고성초등학교",M,3,"사무직 (일반사무직, 공무원, 직업군인)",600~699만원,아니오,          ,단독주택,경북,구미시,원평동,"중형SUV (싼타페, 쏘렌토, 캡티바, BMW X3급 등)"
숲체험교육확동,"초등4학년숲체험,지리산경남환경교육원자연환경해설사활동~경남체험/생태체험/청아생태농장/숲해설/고성초등학교",F,3,"주부 (전업주부, 파트타임 근무 주부)",400~499만원,예    ,자녀 있음 ,아파트/ 주상복합,부산,해운대구,재송2동,
숲체험프로그램,"부산시,‘생애주기별숲체험프로그램’운영",F,3,"사무직 (일반사무직, 공무원, 직업군인)",600~699만원,예    ,자녀 없음 ,연립주택/ 다세대/ 빌라,경기,남양주시,화도읍,"소형차 (액센트, 프라이드, 아베오, 피아트급 등)"
숲체험프로그램,"함허동천,숲체험프로그램",F,2,,,      ,          ,,인천,서구,마전동,
숲체험프로그램,유아숲체험프로그램,F,2,"사무직 (일반사무직, 공무원, 직업군인)",800~899만원,아니오,          ,아파트/ 주상복합,전북,전주시 완산구,평화동2가,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
숲체험프로그램,"숲체험프로그램,숲체험활동,숲체험놀이등숲에서할수있는휴양문화를소개합니다.",F,4,,,      ,          ,,경기,성남시 중원구,상대원2동,
숲체험프로그램,"아이랑갈만한곳,양평쉬자파크유아숲체험프로그램",F,3,"사무직 (일반사무직, 공무원, 직업군인)",600~699만원,아니오,          ,아파트/ 주상복합,경기,성남시 분당구,이매동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
숲체험프로그램,도심속행복한부산시민공원숲체험프로그램으로출발,F,2,,,      ,          ,,경남,거제시,옥포2동,
숲체험교육확동,[동암/꼬마성어린이집]의교육활동:숲체험을소개합니다,F,3,"사무직 (일반사무직, 공무원, 직업군인)",800~899만원,아니오,          ,단독주택,서울,광진구,자양4동,
숲체험교육확동,군산서초등학교숲체험운영,F,3,"주부 (전업주부, 파트타임 근무 주부)",400~499만원,예    ,자녀 있음 ,아파트/ 주상복합,부산,금정구,구서2동,
산림체험프로그램,장령산자연휴양림치유의숲산림치유염색체험프로그램안내,F,3,,,      ,          ,,경기,고양시 일산서구,주엽1동,
숲체험교육확동,[동암/꼬마성어린이집]의교육활동:숲체험을소개합니다,F,4,,,      ,          ,,경기,시흥시,죽율동,
숲체험프로그램,초등딸1학기트레킹숲체험프로그램을마쳤어요,F,3,,,      ,          ,,서울,관악구,봉천동,
숲체험교육확동,2018년학술림숲체험교육,F,3,,,      ,          ,,충북,청주시 흥덕구,개신동,
산림복합체험프로그램,"[소상공인연합신문]증평군,좌구산숲명상의집가을철산림복합프로그램체험객인기",F,3,"서비스직 (요식업, 숙박업, 미용실종업원)",200~299만원,아니오,          ,연립주택/ 다세대/ 빌라,서울,강서구,화곡2동,
숲체험교육확동,군산서초등학교숲체험운영,F,3,"사무직 (일반사무직, 공무원, 직업군인)",600~699만원,아니오,          ,연립주택/ 다세대/ 빌라,서울,노원구,공릉동,
숲체험교육확동,[동암/꼬마성어린이집]의교육활동:숲체험을소개합니다,F,3,"사무직 (일반사무직, 공무원, 직업군인)",500~599만원,아니오,          ,연립주택/ 다세대/ 빌라,경기,안산시 단원구,고잔1동,"경차 (모닝, 스파크 등)"
숲체험교육확동,[동암/꼬마성어린이집]의교육활동:숲체험을소개합니다,F,4,,,      ,          ,,전남,목포시,용해동,
숲체험교육확동,"유아숲체험도함께,국립칠곡숲체원",F,3,,,      ,          ,,경기,김포시,마산동,
산림체험프로그램,맑은누리청소년방과후아카데미10월주말체험프로그램:산림문화체험-숲의가을을만들다.,F,3,"주부 (전업주부, 파트타임 근무 주부)",200~299만원,예    ,자녀 있음 ,아파트/ 주상복합,울산,울주군,청량면,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
숲체험프로그램,핸드폰OFF숲체험ON-청소년힐링숲체험프로그램(자원봉사시간인정),F,4,"주부 (전업주부, 파트타임 근무 주부)",400~499만원,예    ,자녀 있음 ,아파트/ 주상복합,부산,사하구,장림2동,
