체험,사이트제목,성별,연령,직업,소득,결혼,자녀,주거,시도,구,동,자동차
숲체험교육확동,군산서초등학교숲체험운영,F,4,"사무직 (일반사무직, 공무원, 직업군인)",600~699만원,아니오,          ,단독주택,서울,마포구,합정동,
산림복합체험프로그램,산림복합체험센터와자생식물원,F,4,"사무직 (일반사무직, 공무원, 직업군인)",700~799만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,의정부시,신곡1동,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
숲체험교육확동,"초등4학년숲체험,지리산경남환경교육원자연환경해설사활동~경남체험/생태체험/청아생태농장/숲해설/고성초등학교",F,4,"전문직 (의사, 판검사, 예술가, 종교인)",800~899만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,김포시,장기동,
산림복합체험프로그램,"[소상공인연합신문]증평군,좌구산숲명상의집가을철산림복합프로그램체험객인기",F,3,무직,100만원 미만,아니오,          ,연립주택/ 다세대/ 빌라,서울,강동구,강일동,
숲체험교육확동,군산서초등학교숲체험운영,F,3,"전문직 (의사, 판검사, 예술가, 종교인)",700~799만원,예    ,자녀 있음 ,아파트/ 주상복합,강원,삼척시,근산동,"대형차 (제너시스, BMW5급 등)"
숲체험교육확동,"유아숲체험도함께,국립칠곡숲체원",F,3,,,      ,          ,,경기,안산시 상록구,사2동,
산림복합체험프로그램,"[소상공인연합신문]증평군,좌구산숲명상의집가을철산림복합프로그램체험객인기",F,3,기타 ,100~199만원,아니오,          ,오피스텔,서울,강서구,화곡동,
숲체험프로그램,예약안내및숲체험프로그램후기,F,4,"사무직 (일반사무직, 공무원, 직업군인)",300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,평택시,독곡동,
산림체험프로그램,장령산자연휴양림치유의숲산림치유염색체험프로그램안내,M,3,"사무직 (일반사무직, 공무원, 직업군인)",700~799만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,성남시 분당구,구미동,"준중형SUV (투싼, 스포티지, QM5, 티구안급 등)"
숲체험프로그램,"함허동천,숲체험프로그램",F,4,"주부 (전업주부, 파트타임 근무 주부)","1,000만원 이상",예    ,자녀 있음 ,아파트/ 주상복합,서울,종로구,숭인1동,
산림복합체험프로그램,산림복합체험센터와자생식물원,F,3,"교직 (교사, 유치원교사, 학원강사)",500~599만원,예    ,자녀 없음 ,연립주택/ 다세대/ 빌라,서울,서초구,방배4동,"소형차 (액센트, 프라이드, 아베오, 피아트급 등)"
숲체험교육확동,숲체험교육활동숲에만집중하다,F,3,"주부 (전업주부, 파트타임 근무 주부)",200~299만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,강동구,강일동,
산림복합체험프로그램,자연을똑똑하게즐겨보자!국립자연휴양림산림복합체험센터?|,F,3,"주부 (전업주부, 파트타임 근무 주부)",200~299만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,경기,용인시 기흥구,서천동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
숲체험프로그램,대전주말숲체험프로그램-행복한숲체험♩,F,3,"전문직 (의사, 판검사, 예술가, 종교인)",200~299만원,아니오,          ,오피스텔,서울,관악구,봉천동,"경차 (모닝, 스파크 등)"
산림복합체험프로그램,"[소상공인연합신문]증평군,좌구산숲명상의집가을철산림복합프로그램체험객인기",F,5,"주부 (전업주부, 파트타임 근무 주부)","1,000만원 이상",예    ,자녀 있음 ,아파트/ 주상복합,서울,서초구,잠원동,"대형차 (제너시스, BMW5급 등)"
숲체험교육확동,"유아숲체험도함께,국립칠곡숲체원",F,5,"서비스직 (요식업, 숙박업, 미용실종업원)",200~299만원,아니오,          ,단독주택,대구,북구,산격3동,"경차 (모닝, 스파크 등)"
산림체험프로그램,장령산자연휴양림치유의숲산림치유염색체험프로그램안내,F,2,"학생 (초중고학생, 대학생, 대학원생)",100~199만원,아니오,          ,연립주택/ 다세대/ 빌라,충남,천안시 서북구,성환읍,
숲체험프로그램,"숲체험프로그램,숲체험활동,숲체험놀이등숲에서할수있는휴양문화를소개합니다.",F,3,"사무직 (일반사무직, 공무원, 직업군인)",600~699만원,아니오,          ,연립주택/ 다세대/ 빌라,서울,성북구,안암동3가,
산림체험프로그램,장령산자연휴양림치유의숲산림치유염색체험프로그램안내,F,4,"서비스직 (요식업, 숙박업, 미용실종업원)",100~199만원,아니오,          ,연립주택/ 다세대/ 빌라,서울,중랑구,망우3동,
숲체험프로그램,도심속행복한부산시민공원숲체험프로그램으로출발,F,2,무직,500~599만원,아니오,          ,아파트/ 주상복합,경기,부천시 원미구,상2동,
숲체험교육확동,"초등4학년숲체험,지리산경남환경교육원자연환경해설사활동~경남체험/생태체험/청아생태농장/숲해설/고성초등학교",F,3,"전문직 (의사, 판검사, 예술가, 종교인)","1,000만원 이상",아니오,          ,아파트/ 주상복합,부산,사하구,당리동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
숲체험교육확동,2018년학술림숲체험교육,F,4,"주부 (전업주부, 파트타임 근무 주부)",300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,충북,옥천군,옥천읍,
숲체험프로그램,"부산시,‘생애주기별숲체험프로그램’운영",M,3,"사무직 (일반사무직, 공무원, 직업군인)",200~299만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,경기,안양시 만안구,석수2동,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
숲체험프로그램,핸드폰OFF숲체험ON-청소년힐링숲체험프로그램(자원봉사시간인정),F,4,,,      ,          ,,광주,남구,월산4동,
산림복합체험프로그램,산림복합체험센터와자생식물원,F,3,"판매직 (상점점원, 보험설계사, 노점상)",100~199만원,아니오,          ,아파트/ 주상복합,광주,서구,화정4동,
숲체험교육확동,영남대학교숲체험교육사업,F,3,기타 ,400~499만원,예    ,자녀 있음 ,단독주택,충남,서산시,고북면,"경차 (모닝, 스파크 등)"
숲체험프로그램,핸드폰OFF숲체험ON-청소년힐링숲체험프로그램(자원봉사시간인정),F,4,"주부 (전업주부, 파트타임 근무 주부)",300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,안양시 동안구,관양1동,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
숲체험프로그램,"아이랑갈만한곳,양평쉬자파크유아숲체험프로그램",F,5,"사무직 (일반사무직, 공무원, 직업군인)",600~699만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,노원구,상계5동,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
숲체험프로그램,초등딸1학기트레킹숲체험프로그램을마쳤어요,F,4,무직,100~199만원,아니오,          ,연립주택/ 다세대/ 빌라,인천,부평구,갈산동,
숲체험프로그램,유아숲체험프로그램,F,2,,,      ,          ,,,,,
산림복합체험프로그램,자연을똑똑하게즐겨보자!국립자연휴양림산림복합체험센터?|,F,3,"판매직 (상점점원, 보험설계사, 노점상)",200~299만원,아니오,          ,연립주택/ 다세대/ 빌라,서울,동대문구,용두동,
숲체험교육확동,"초등4학년숲체험,지리산경남환경교육원자연환경해설사활동~경남체험/생태체험/청아생태농장/숲해설/고성초등학교",F,3,"관리직 (사장, 간부, 고위공무원)","1,000만원 이상",아니오,          ,아파트/ 주상복합,경남,창원시 마산회원구,내서읍,"경차 (모닝, 스파크 등)"
숲체험프로그램,대전주말숲체험프로그램-행복한숲체험♩,F,3,"교직 (교사, 유치원교사, 학원강사)",500~599만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,용인시 기흥구,신갈동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
숲체험교육확동,[대구북구복현동산격동검단동코스트코근처어린이집유치원]<숲은늘~즐거워요??대구숲체험>교육으로행복한세상을만들어가는사회복지법인나래영재어린이집,F,3,"사무직 (일반사무직, 공무원, 직업군인)",400~499만원,예    ,자녀 없음 ,아파트/ 주상복합,경기,성남시 분당구,분당동,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
산림복합체험프로그램,산림복합체험센터와자생식물원,F,3,"사무직 (일반사무직, 공무원, 직업군인)",200~299만원,아니오,          ,연립주택/ 다세대/ 빌라,서울,구로구,개봉2동,
산림복합체험프로그램,"[소상공인연합신문]증평군,좌구산숲명상의집가을철산림복합프로그램체험객인기",F,4,"전문직 (의사, 판검사, 예술가, 종교인)",700~799만원,예    ,자녀 있음 ,오피스텔,인천,부평구,부평5동,"경차 (모닝, 스파크 등)"
숲체험프로그램,도심속행복한부산시민공원숲체험프로그램으로출발,F,4,"사무직 (일반사무직, 공무원, 직업군인)",200~299만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,김포시,양촌면,
숲체험프로그램,대전주말숲체험프로그램-행복한숲체험♩,F,4,,,      ,          ,,,,,
숲체험프로그램,인천야간숲체험프로그램,F,4,"주부 (전업주부, 파트타임 근무 주부)",700~799만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,성동구,행당동,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
숲체험프로그램,삼선산수목원숲체험프로그램<우리동네수목원여행>,F,3,"교직 (교사, 유치원교사, 학원강사)",300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,울산,중구,서동,"경차 (모닝, 스파크 등)"
산림복합체험프로그램,산림복합체험센터와자생식물원,F,3,"주부 (전업주부, 파트타임 근무 주부)",200~299만원,예    ,자녀 있음 ,아파트/ 주상복합,인천,계양구,작전1동,
숲체험프로그램,"서울준법지원센터,보호관찰청소년‘숲체험프로그램’실시",M,4,"기능직 (자동차정비, 운전기사, 안경사, 택시기사)",300~399만원,아니오,          ,아파트/ 주상복합,울산,동구,방어동,"준대형차 (그랜저, K7, 알페온, 캠리급, 파사트급 등)"
숲체험교육확동,서울숲숲체험교육활동다녀왔어요_레고시티리포터챌린지,M,4,"기능직 (자동차정비, 운전기사, 안경사, 택시기사)",300~399만원,아니오,          ,아파트/ 주상복합,울산,동구,방어동,"준대형차 (그랜저, K7, 알페온, 캠리급, 파사트급 등)"
숲체험교육확동,영남대학교숲체험교육사업,F,4,"사무직 (일반사무직, 공무원, 직업군인)",300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,노원구,상계1동,"준중형SUV (투싼, 스포티지, QM5, 티구안급 등)"
숲체험프로그램,"청주시숲체험프로그램;4월부터10월까지행복한생태체험,토요가족숲나들이등",F,3,,,      ,          ,,전북,전주시 완산구,중동,
숲체험프로그램,인천야간숲체험프로그램,F,3,,,      ,          ,,전북,전주시 완산구,중동,
숲체험교육확동,"아산교육지원청,초등학생대상숲체험교육운영",F,3,"사무직 (일반사무직, 공무원, 직업군인)",400~499만원,예    ,자녀 없음 ,아파트/ 주상복합,서울,강동구,강일동,"소형SUV/CUV (티볼리, QM3 등)"
숲체험프로그램,민토리숲학교힐링숲체험프로그램MidsummerCandleNightatMintoryForest,F,4,"전문직 (의사, 판검사, 예술가, 종교인)",700~799만원,아니오,          ,아파트/ 주상복합,경기,안양시 동안구,호계2동,
숲체험프로그램,"청주시숲체험프로그램;4월부터10월까지행복한생태체험,토요가족숲나들이등",F,3,"서비스직 (요식업, 숙박업, 미용실종업원)",100~199만원,아니오,          ,아파트/ 주상복합,울산,북구,연암동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
숲체험교육확동,[봉화]힐빙스테이4기/봉화가족체험프로그램/봉화춘양목숲힐빙프로그램/봉화가족캠프/춘양목숲체험교육/봉화힐빙스테이,F,4,기타 ,100~199만원,예    ,자녀 있음 ,아파트/ 주상복합,전북,익산시,동산동,
숲체험교육확동,"유아숲체험도함께,국립칠곡숲체원",F,2,"교직 (교사, 유치원교사, 학원강사)",400~499만원,아니오,          ,아파트/ 주상복합,서울,서대문구,홍은2동,
숲체험프로그램,유아숲체험프로그램,F,2,"전문직 (의사, 판검사, 예술가, 종교인)","1,000만원 이상",아니오,          ,아파트/ 주상복합,서울,관악구,서원동,
숲체험프로그램,"아이랑갈만한곳,양평쉬자파크유아숲체험프로그램",F,4,"주부 (전업주부, 파트타임 근무 주부)",600~699만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,동대문구,이문1동,
산림복합체험프로그램,"[소상공인연합신문]증평군,좌구산숲명상의집가을철산림복합프로그램체험객인기",F,3,"관리직 (사장, 간부, 고위공무원)",500~599만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,화성시,안녕동,
숲체험프로그램,핸드폰OFF숲체험ON-청소년힐링숲체험프로그램(자원봉사시간인정),F,4,"사무직 (일반사무직, 공무원, 직업군인)",600~699만원,예    ,자녀 있음 ,아파트/ 주상복합,경북,경산시,중방동,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
숲체험프로그램,"함허동천,숲체험프로그램",F,2,,,      ,          ,,서울,서초구,반포2동,
숲체험프로그램,"서울준법지원센터,보호관찰청소년‘숲체험프로그램’실시",F,3,"교직 (교사, 유치원교사, 학원강사)",300~399만원,아니오,          ,단독주택,경기,김포시,사우동,"경차 (모닝, 스파크 등)"
숲체험프로그램,2018찾아가는숲체험프로그램안내,F,5,,,      ,          ,,서울,성북구,길음1동,
숲체험프로그램,"청주시숲체험프로그램;4월부터10월까지행복한생태체험,토요가족숲나들이등",F,4,,,      ,          ,,서울,동작구,상도1동,
숲체험프로그램,핸드폰OFF숲체험ON-청소년힐링숲체험프로그램(자원봉사시간인정),F,4,,,      ,          ,,서울,동작구,상도1동,
숲체험프로그램,"서울준법지원센터,보호관찰청소년‘숲체험프로그램’실시",F,3,,,      ,          ,,강원,강릉시,노암동,
산림체험프로그램,맑은누리청소년방과후아카데미10월주말체험프로그램:산림문화체험-숲의가을을만들다.,F,3,"서비스직 (요식업, 숙박업, 미용실종업원)",400~499만원,예    ,자녀 없음 ,연립주택/ 다세대/ 빌라,경기,포천시,선단동,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
숲체험프로그램,"청주시숲체험프로그램;4월부터10월까지행복한생태체험,토요가족숲나들이등",F,4,,,      ,          ,,서울,종로구,종로1가,"중형SUV (싼타페, 쏘렌토, 캡티바, BMW X3급 등)"
숲체험교육확동,서울숲숲체험교육활동다녀왔어요_레고시티리포터챌린지,F,3,,,      ,          ,,경기,수원시 장안구,천천동,
숲체험교육확동,서울숲숲체험교육활동다녀왔어요_레고시티리포터챌린지,F,2,,,      ,          ,,서울,광진구,자양1동,
숲체험프로그램,도심속행복한부산시민공원숲체험프로그램으로출발,F,2,"주부 (전업주부, 파트타임 근무 주부)",100~199만원,예    ,자녀 있음 ,단독주택,경남,창원시 의창구,소계동,
숲체험프로그램,예약안내및숲체험프로그램후기,F,2,,,      ,          ,,서울,도봉구,창3동,
숲체험프로그램,핸드폰OFF숲체험ON-청소년힐링숲체험프로그램(자원봉사시간인정),F,3,"주부 (전업주부, 파트타임 근무 주부)",200~299만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,군포시,부곡동,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
숲체험프로그램,대전주말숲체험프로그램-행복한숲체험♩,F,4,,,      ,          ,,서울,도봉구,방학3동,
숲체험교육확동,[동암/꼬마성어린이집]의교육활동:숲체험을소개합니다,F,2,"주부 (전업주부, 파트타임 근무 주부)",500~599만원,예    ,자녀 있음 ,단독주택,광주,동구,학동,
숲체험프로그램,대전주말숲체험프로그램-행복한숲체험♩,F,4,"교직 (교사, 유치원교사, 학원강사)",500~599만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,안양시 만안구,안양1동,"준중형SUV (투싼, 스포티지, QM5, 티구안급 등)"
산림체험프로그램,맑은누리청소년방과후아카데미10월주말체험프로그램:산림문화체험-숲의가을을만들다.,F,3,,,      ,          ,,서울,서초구,방배4동,
숲체험프로그램,예약안내및숲체험프로그램후기,F,2,,,      ,          ,,경남,창원시 성산구,내동,
숲체험교육확동,산림복지취약계충에게숲체험교육운영,F,4,"사무직 (일반사무직, 공무원, 직업군인)",400~499만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,노원구,상계1동,
숲체험교육확동,작은손마켓놀이숲체험유치원즐거워요,F,4,"판매직 (상점점원, 보험설계사, 노점상)",400~499만원,예    ,자녀 있음 ,아파트/ 주상복합,대전,유성구,반석동,"프리미엄 (에쿠스, BMW7급 등)"
숲체험프로그램,초등딸1학기트레킹숲체험프로그램을마쳤어요,F,3,,,      ,          ,,충남,천안시 서북구,직산읍,
숲체험교육확동,2018년학술림숲체험교육,F,3,"주부 (전업주부, 파트타임 근무 주부)",200~299만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,화성시,향남읍,"경차 (모닝, 스파크 등)"
숲체험프로그램,"함허동천,숲체험프로그램",F,3,"사무직 (일반사무직, 공무원, 직업군인)",200~299만원,아니오,          ,아파트/ 주상복합,대전,서구,월평1동,
숲체험프로그램,"청주시숲체험프로그램;4월부터10월까지행복한생태체험,토요가족숲나들이등",M,3,"사무직 (일반사무직, 공무원, 직업군인)",600~699만원,예    ,자녀 없음 ,아파트/ 주상복합,경기,광명시,하안3동,
숲체험교육확동,군산서초등학교숲체험운영,F,3,"전문직 (의사, 판검사, 예술가, 종교인)",500~599만원,아니오,          ,아파트/ 주상복합,경기,광명시,소하1동,
숲체험프로그램,"함허동천,숲체험프로그램",F,3,"전문직 (의사, 판검사, 예술가, 종교인)",500~599만원,아니오,          ,아파트/ 주상복합,경기,광명시,소하1동,
숲체험교육확동,영남대학교숲체험교육사업,F,4,"전문직 (의사, 판검사, 예술가, 종교인)",200~299만원,아니오,          ,아파트/ 주상복합,서울,구로구,구로1동,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
숲체험프로그램,대전주말숲체험프로그램-행복한숲체험♩,F,4,,,      ,          ,,서울,강남구,역삼1동,
숲체험프로그램,"부산시,‘생애주기별숲체험프로그램’운영",F,3,,,      ,          ,,서울,송파구,삼전동,
숲체험교육확동,숲체험교육사업단단체참가자모집에국가유공자단체포함,F,4,,,      ,          ,,강원,평창군,대관령면,
숲체험교육확동,서울숲숲체험교육활동다녀왔어요_레고시티리포터챌린지,F,3,,,      ,          ,,서울,은평구,증산동,
숲체험프로그램,대전주말숲체험프로그램-행복한숲체험♩,F,5,"사무직 (일반사무직, 공무원, 직업군인)",400~499만원,예    ,자녀 있음 ,단독주택,서울,강북구,수유1동,"경차 (모닝, 스파크 등)"
숲체험교육확동,숲체험교육사업단단체참가자모집에국가유공자단체포함,M,3,,,      ,          ,,서울,강남구,개포1동,
숲체험교육확동,숲체험교육사업단단체참가자모집에국가유공자단체포함,F,3,,,      ,          ,,대전,대덕구,비래동,
숲체험프로그램,도심속행복한부산시민공원숲체험프로그램으로출발,F,3,,,      ,          ,,경기,고양시 일산서구,주엽1동,
숲체험교육확동,"초등학교3학년환경교육,숲체험~경남환경교육원자연환경해설사활동/청아생태농장/경남체험학습/사천사남초등학교",M,3,,,      ,          ,,경기,의정부시,의정부1동,
숲체험프로그램,예약안내및숲체험프로그램후기,F,3,"교직 (교사, 유치원교사, 학원강사)",600~699만원,아니오,          ,아파트/ 주상복합,인천,남동구,구월2동,
숲체험프로그램,"아이랑갈만한곳,양평쉬자파크유아숲체험프로그램",F,3,,,      ,          ,,경기,고양시 일산동구,마두1동,
숲체험교육확동,군산서초등학교숲체험운영,F,3,"사무직 (일반사무직, 공무원, 직업군인)",300~399만원,아니오,          ,연립주택/ 다세대/ 빌라,서울,광진구,군자동,
숲체험프로그램,"아이랑갈만한곳,양평쉬자파크유아숲체험프로그램",F,4,,,      ,          ,,서울,서대문구,북가좌1동,
숲체험교육확동,[동암/꼬마성어린이집]의교육활동:숲체험을소개합니다,F,3,,,      ,          ,,대구,달성군,화원읍,
숲체험프로그램,인천야간숲체험프로그램,F,4,"전문직 (의사, 판검사, 예술가, 종교인)",500~599만원,아니오,          ,오피스텔,서울,송파구,잠실4동,
숲체험프로그램,"부산시,‘생애주기별숲체험프로그램’운영",F,4,,,      ,          ,,경북,김천시,삼락동,"경차 (모닝, 스파크 등)"
숲체험프로그램,2018찾아가는숲체험프로그램안내,F,3,"사무직 (일반사무직, 공무원, 직업군인)","1,000만원 이상",예    ,자녀 있음 ,아파트/ 주상복합,경기,성남시 분당구,분당동,"대형차 (제너시스, BMW5급 등)"
산림체험프로그램,금산산림문화타운오감만족숲체험프로그램본격가동,F,4,"사무직 (일반사무직, 공무원, 직업군인)",700~799만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,의정부시,신곡1동,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
숲체험프로그램,도심속행복한부산시민공원숲체험프로그램으로출발,F,5,"교직 (교사, 유치원교사, 학원강사)",400~499만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,서울,서대문구,연희동,
숲체험프로그램,민토리숲학교힐링숲체험프로그램MidsummerCandleNightatMintoryForest,F,3,"사무직 (일반사무직, 공무원, 직업군인)",400~499만원,예    ,자녀 없음 ,아파트/ 주상복합,경기,안성시,금광면,
숲체험프로그램,2018찾아가는숲체험프로그램안내,F,3,"전문직 (의사, 판검사, 예술가, 종교인)",700~799만원,예    ,자녀 있음 ,아파트/ 주상복합,강원,삼척시,근산동,"대형차 (제너시스, BMW5급 등)"
숲체험프로그램,민토리숲학교힐링숲체험프로그램MidsummerCandleNightatMintoryForest,F,3,"판매직 (상점점원, 보험설계사, 노점상)",100~199만원,아니오,          ,연립주택/ 다세대/ 빌라,인천,계양구,계산동,
산림체험프로그램,맑은누리청소년방과후아카데미10월주말체험프로그램:산림문화체험-숲의가을을만들다.,F,4,"주부 (전업주부, 파트타임 근무 주부)",500~599만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,화성시,봉담읍,
숲체험프로그램,"아이랑갈만한곳,양평쉬자파크유아숲체험프로그램",F,3,,,      ,          ,,서울,성동구,금호동4가,
숲체험교육확동,"아산교육지원청,초등학생대상숲체험교육운영",F,3,"사무직 (일반사무직, 공무원, 직업군인)",200~299만원,예    ,자녀 없음 ,아파트/ 주상복합,경기,시흥시,대야동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
숲체험교육확동,"초등학교3학년환경교육,숲체험~경남환경교육원자연환경해설사활동/청아생태농장/경남체험학습/사천사남초등학교",F,3,"주부 (전업주부, 파트타임 근무 주부)",200~299만원,예    ,자녀 있음 ,아파트/ 주상복합,강원,속초시,조양동,기타 (승합차/트럭/화물차/기타 차량 등)
숲체험프로그램,"함허동천,숲체험프로그램",F,3,"사무직 (일반사무직, 공무원, 직업군인)",200~299만원,아니오,          ,기타 ,전북,전주시 완산구,효자동3가,"소형차 (액센트, 프라이드, 아베오, 피아트급 등)"
숲체험프로그램,도심속행복한부산시민공원숲체험프로그램으로출발,F,3,"사무직 (일반사무직, 공무원, 직업군인)",500~599만원,아니오,          ,단독주택,부산,부산진구,전포2동,
숲체험프로그램,"부산시,‘생애주기별숲체험프로그램’운영",F,3,"주부 (전업주부, 파트타임 근무 주부)",200~299만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,평택시,용이동,
숲체험프로그램,핸드폰OFF숲체험ON-청소년힐링숲체험프로그램(자원봉사시간인정),F,3,"주부 (전업주부, 파트타임 근무 주부)",400~499만원,예    ,자녀 있음 ,아파트/ 주상복합,울산,남구,선암동,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
숲체험프로그램,"청주시숲체험프로그램;4월부터10월까지행복한생태체험,토요가족숲나들이등",F,3,"주부 (전업주부, 파트타임 근무 주부)",400~499만원,예    ,자녀 있음 ,아파트/ 주상복합,울산,남구,선암동,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
숲체험프로그램,"부산시,‘생애주기별숲체험프로그램’운영",F,4,"교직 (교사, 유치원교사, 학원강사)",700~799만원,예    ,자녀 있음 ,아파트/ 주상복합,울산,울주군,청량면,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
숲체험교육확동,군산서초등학교숲체험운영,M,3,"사무직 (일반사무직, 공무원, 직업군인)",500~599만원,예    ,자녀 없음 ,아파트/ 주상복합,경기,부천시 소사구,괴안동,
숲체험프로그램,민토리숲학교힐링숲체험프로그램MidsummerCandleNightatMintoryForest,F,3,"서비스직 (요식업, 숙박업, 미용실종업원)",400~499만원,예    ,자녀 없음 ,아파트/ 주상복합,서울,성북구,월곡1동,
숲체험교육확동,산림복지취약계충에게숲체험교육운영,F,3,"주부 (전업주부, 파트타임 근무 주부)",600~699만원,예    ,자녀 없음 ,연립주택/ 다세대/ 빌라,경기,군포시,당동,
숲체험교육확동,"초등4학년숲체험,지리산경남환경교육원자연환경해설사활동~경남체험/생태체험/청아생태농장/숲해설/고성초등학교",F,3,"주부 (전업주부, 파트타임 근무 주부)","1,000만원 이상",예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,서울,금천구,시흥1동,
숲체험프로그램,삼선산수목원숲체험프로그램<우리동네수목원여행>,F,4,"사무직 (일반사무직, 공무원, 직업군인)",400~499만원,예    ,자녀 있음 ,단독주택,경남,창원시 성산구,상남동,
숲체험프로그램,예약안내및숲체험프로그램후기,F,3,"사무직 (일반사무직, 공무원, 직업군인)",300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,충남,아산시,영인면,"경차 (모닝, 스파크 등)"
숲체험프로그램,도심속행복한부산시민공원숲체험프로그램으로출발,F,3,"주부 (전업주부, 파트타임 근무 주부)",200~299만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,강동구,강일동,
산림복합체험프로그램,편백나무숲키즈카페산림복합체험센터,F,5,"주부 (전업주부, 파트타임 근무 주부)",300~399만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,서울,은평구,역촌동,
숲체험프로그램,"청주시숲체험프로그램;4월부터10월까지행복한생태체험,토요가족숲나들이등",F,5,"교직 (교사, 유치원교사, 학원강사)",400~499만원,예    ,자녀 있음 ,아파트/ 주상복합,대구,서구,내당1동,
숲체험프로그램,"숲체험프로그램,숲체험활동,숲체험놀이등숲에서할수있는휴양문화를소개합니다.",F,2,"서비스직 (요식업, 숙박업, 미용실종업원)",300~399만원,예    ,자녀 없음 ,오피스텔,서울,강서구,방화3동,
숲체험프로그램,"함허동천,숲체험프로그램",F,3,"사무직 (일반사무직, 공무원, 직업군인)",300~399만원,아니오,          ,아파트/ 주상복합,서울,영등포구,영등포동5가,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
숲체험교육확동,[동암/꼬마성어린이집]의교육활동:숲체험을소개합니다,F,3,"주부 (전업주부, 파트타임 근무 주부)",100~199만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,부산,중구,영주동,
숲체험프로그램,"아이랑갈만한곳,양평쉬자파크유아숲체험프로그램",F,3,"주부 (전업주부, 파트타임 근무 주부)",200~299만원,예    ,자녀 있음 ,아파트/ 주상복합,대전,유성구,반석동,
숲체험교육확동,2018년학술림숲체험교육,F,3,"주부 (전업주부, 파트타임 근무 주부)",200~299만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,경기,성남시 중원구,상대원3동,
숲체험교육확동,"초등학교3학년환경교육,숲체험~경남환경교육원자연환경해설사활동/청아생태농장/경남체험학습/사천사남초등학교",F,3,"주부 (전업주부, 파트타임 근무 주부)",400~499만원,예    ,자녀 있음 ,오피스텔,경기,용인시 기흥구,언남동,
숲체험프로그램,초등딸1학기트레킹숲체험프로그램을마쳤어요,F,3,,,      ,          ,,,,,
숲체험교육확동,산림복지취약계충에게숲체험교육운영,F,3,"주부 (전업주부, 파트타임 근무 주부)",700~799만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,용인시 수지구,풍덕천1동,
숲체험교육확동,2018년학술림숲체험교육,F,3,"주부 (전업주부, 파트타임 근무 주부)",700~799만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,용인시 수지구,풍덕천1동,
산림체험프로그램,맑은누리청소년방과후아카데미10월주말체험프로그램:산림문화체험-숲의가을을만들다.,F,2,"학생 (초중고학생, 대학생, 대학원생)",100~199만원,아니오,          ,연립주택/ 다세대/ 빌라,충남,천안시 서북구,성환읍,
