재해,사이트제목,성별,연령,직업,소득,결혼,자녀,주거,시도,구,동,자동차
산불,고성산불 최초 발화 목격자 진술 - 쿵쿵쿵!공포방인데요! - 엽기 혹은 진실 (세상 모든 즐거움이 모이는 곳),F,3,"주부 (전업주부, 파트타임 근무 주부)",300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,경남,거제시,능포동,"MPV (카니발, 올란도, 피카소급, 오딧세이 등)"
산불,"[속보] 정부, 강... :: 네이버 뉴스",F,2,기타 ,100만원 미만,아니오,          ,아파트/ 주상복합,대전,서구,도안동,
산불,‘강원 산불’ 불... :: 네이버 뉴스,F,2,기타 ,100만원 미만,아니오,          ,아파트/ 주상복합,대전,서구,도안동,
산불,文대통령 식목일... :: 네이버 뉴스,F,2,기타 ,100만원 미만,아니오,          ,아파트/ 주상복합,대전,서구,도안동,
산불,‘강원 산불’ 불... :: 네이버 뉴스,F,2,기타 ,100만원 미만,아니오,          ,아파트/ 주상복합,대전,서구,도안동,
산불,고성 산불 속초로... :: 네이버 뉴스,F,2,기타 ,100만원 미만,아니오,          ,아파트/ 주상복합,대전,서구,도안동,
산불,속초 산불 비상... :: 네이버 뉴스,F,2,기타 ,100만원 미만,아니오,          ,아파트/ 주상복합,대전,서구,도안동,
산불,속초 산불 비상... :: 네이버 뉴스,F,2,기타 ,100만원 미만,아니오,          ,아파트/ 주상복합,대전,서구,도안동,
산불,부산 운봉산 산불... :: 네이버 뉴스,F,2,기타 ,100만원 미만,아니오,          ,아파트/ 주상복합,대전,서구,도안동,
산불,文대통령 식목일... :: 네이버 뉴스,F,2,기타 ,100만원 미만,아니오,          ,아파트/ 주상복합,대전,서구,도안동,
산불,“엄마 아빠 무서... :: 네이버 뉴스,F,2,기타 ,100만원 미만,아니오,          ,아파트/ 주상복합,대전,서구,도안동,
산불,文대통령 강원도... :: 네이버 뉴스,F,2,기타 ,100만원 미만,아니오,          ,아파트/ 주상복합,대전,서구,도안동,
산불,“엄마 아빠 무서... :: 네이버 뉴스,M,2,"사무직 (일반사무직, 공무원, 직업군인)",200~299만원,아니오,          ,오피스텔,서울,은평구,불광동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
산불,대형 산불 고성·... :: 네이버 뉴스,M,2,"사무직 (일반사무직, 공무원, 직업군인)",200~299만원,아니오,          ,오피스텔,서울,은평구,불광동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
산불,산불에도 안보실... :: 네이버 뉴스,M,3,"사무직 (일반사무직, 공무원, 직업군인)",600~699만원,아니오,          ,단독주택,인천,남구,주안4동,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
산불,"손혜원 “나경원,... :: 네이버 뉴스",M,5,"자영업 (도소매업, 숙박업, 미용업)",500~599만원,예    ,자녀 있음 ,단독주택,경남,창원시 진해구,충의동,"MPV (카니발, 올란도, 피카소급, 오딧세이 등)"
산불,고성·속초산불 ... :: 네이버 뉴스,F,4,"주부 (전업주부, 파트타임 근무 주부)",300~399만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,서울,강동구,천호1동,
산불,"나경원, 강원 산... :: 네이버 뉴스",F,4,"주부 (전업주부, 파트타임 근무 주부)",300~399만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,서울,강동구,천호1동,
산불,사상 초유의 대... :: 네이버 뉴스,M,4,"교직 (교사, 유치원교사, 학원강사)",600~699만원,예    ,자녀 없음 ,아파트/ 주상복합,서울,양천구,목동,"준중형SUV (투싼, 스포티지, QM5, 티구안급 등)"
산불,"안보실장 못가게 막더니…나경원 강원 산불, 전폭 지원하겠다 : 네이트뉴스",M,4,"교직 (교사, 유치원교사, 학원강사)",600~699만원,예    ,자녀 없음 ,아파트/ 주상복합,서울,양천구,목동,"준중형SUV (투싼, 스포티지, QM5, 티구안급 등)"
산불,"나경원, 산불에 靑 안보실장 붙잡아 논란…심각성 몰랐다 해명 : 네이트뉴스",M,4,"교직 (교사, 유치원교사, 학원강사)",600~699만원,예    ,자녀 없음 ,아파트/ 주상복합,서울,양천구,목동,"준중형SUV (투싼, 스포티지, QM5, 티구안급 등)"
산불,대형 산불 고성·... :: 네이버 뉴스,M,4,"교직 (교사, 유치원교사, 학원강사)",600~699만원,예    ,자녀 없음 ,아파트/ 주상복합,서울,양천구,목동,"준중형SUV (투싼, 스포티지, QM5, 티구안급 등)"
산불,"나경원, 산불에도 안보실장 발목 논란 일자 상황 몰랐다 : 네이트뉴스",M,4,"교직 (교사, 유치원교사, 학원강사)",600~699만원,예    ,자녀 없음 ,아파트/ 주상복합,서울,양천구,목동,"준중형SUV (투싼, 스포티지, QM5, 티구안급 등)"
산불,"산불에도 靑안보실장 붙잡은 나경원 논란…與, 맹비난 : 네이트뉴스",M,4,"교직 (교사, 유치원교사, 학원강사)",600~699만원,예    ,자녀 없음 ,아파트/ 주상복합,서울,양천구,목동,"준중형SUV (투싼, 스포티지, QM5, 티구안급 등)"
산불,속초로 번진 산불... :: 네이버 뉴스,M,4,"교직 (교사, 유치원교사, 학원강사)",600~699만원,예    ,자녀 없음 ,아파트/ 주상복합,서울,양천구,목동,"준중형SUV (투싼, 스포티지, QM5, 티구안급 등)"
산불,[서울포토] 잠시만… 산불 진화작업중 휴식 취하는 소방관 : 네이트뉴스,M,4,"교직 (교사, 유치원교사, 학원강사)",600~699만원,예    ,자녀 없음 ,아파트/ 주상복합,서울,양천구,목동,"준중형SUV (투싼, 스포티지, QM5, 티구안급 등)"
산불,"고성 산불, 4000... :: 네이버 뉴스",F,3,"주부 (전업주부, 파트타임 근무 주부)",800~899만원,아니오,          ,단독주택,경기,수원시 장안구,천천동,"소형SUV/CUV (티볼리, QM3 등)"
산불,고성 산불 일출과... :: 네이버 뉴스,F,3,"주부 (전업주부, 파트타임 근무 주부)",800~899만원,아니오,          ,단독주택,경기,수원시 장안구,천천동,"소형SUV/CUV (티볼리, QM3 등)"
산불,"강릉 산불, 동해 ... :: 네이버 뉴스",F,3,"주부 (전업주부, 파트타임 근무 주부)",800~899만원,아니오,          ,단독주택,경기,수원시 장안구,천천동,"소형SUV/CUV (티볼리, QM3 등)"
산불,[강원산불] 학교 안까지 들어온 산불..호스로 물뿌리며 교실 지켜 | 다음 뉴스,F,3,"사무직 (일반사무직, 공무원, 직업군인)",300~399만원,아니오,          ,연립주택/ 다세대/ 빌라,서울,강북구,수유3동,
산불,시속 100km 강풍에 고성 산불 급속 확산..5일 낮까지 강풍 계속 | 다음 뉴스,F,3,"자영업 (도소매업, 숙박업, 미용업)",400~499만원,아니오,          ,연립주택/ 다세대/ 빌라,인천,연수구,송도동,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
산불,[강원산불]강풍에도 뜨는 헬기 도입 무산..화재 피해 키웠다 | 다음 뉴스,F,3,"자영업 (도소매업, 숙박업, 미용업)",400~499만원,아니오,          ,연립주택/ 다세대/ 빌라,인천,연수구,송도동,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
산불,이슈 - 강원 고성·속초 산불 | 다음뉴스,F,3,"자영업 (도소매업, 숙박업, 미용업)",400~499만원,아니오,          ,연립주택/ 다세대/ 빌라,인천,연수구,송도동,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
산불,이슈 - 강원 고성·속초 산불 | 다음뉴스,F,3,"자영업 (도소매업, 숙박업, 미용업)",400~499만원,아니오,          ,연립주택/ 다세대/ 빌라,인천,연수구,송도동,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
산불,이슈 - 강원 고성·속초 산불 | 다음뉴스,F,3,"자영업 (도소매업, 숙박업, 미용업)",400~499만원,아니오,          ,연립주택/ 다세대/ 빌라,인천,연수구,송도동,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
산불,동해 산불 - Daum 검색,F,3,"자영업 (도소매업, 숙박업, 미용업)",400~499만원,아니오,          ,연립주택/ 다세대/ 빌라,인천,연수구,송도동,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
산불,이슈 - 강원 고성·속초 산불 | 다음뉴스,M,5,"자영업 (도소매업, 숙박업, 미용업)",700~799만원,예    ,자녀 있음 ,단독주택,대전,유성구,봉명동,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
산불,고성산불 7km 가는데 2시간..걷는 것보다 빨랐다 | 다음 뉴스,M,5,"자영업 (도소매업, 숙박업, 미용업)",700~799만원,예    ,자녀 있음 ,단독주택,대전,유성구,봉명동,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
산불,이슈 - 강원 고성·속초 산불 | 다음뉴스,M,5,"자영업 (도소매업, 숙박업, 미용업)",700~799만원,예    ,자녀 있음 ,단독주택,대전,유성구,봉명동,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
산불,통일부 북한과 ... :: 네이버 뉴스,M,5,"자영업 (도소매업, 숙박업, 미용업)",700~799만원,예    ,자녀 있음 ,단독주택,대전,유성구,봉명동,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
산불,대형산불에도 나... :: 네이버 뉴스,M,5,"자영업 (도소매업, 숙박업, 미용업)",700~799만원,예    ,자녀 있음 ,단독주택,대전,유성구,봉명동,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
산불,[미리보는 오늘] ... :: 네이버 뉴스,M,5,"자영업 (도소매업, 숙박업, 미용업)",700~799만원,예    ,자녀 있음 ,단독주택,대전,유성구,봉명동,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
산불,산불 비상인데 질문 끝나면 가라..안보실장 붙잡아 | 다음 뉴스,M,5,"자영업 (도소매업, 숙박업, 미용업)",700~799만원,예    ,자녀 있음 ,단독주택,대전,유성구,봉명동,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
산불,고성 산불 일출과 동시에 진화 재개..헬기 24대 투입(종합) | 다음 뉴스,M,5,"자영업 (도소매업, 숙박업, 미용업)",700~799만원,예    ,자녀 있음 ,단독주택,대전,유성구,봉명동,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
산불,이슈 - 강원 고성·속초 산불 | 다음뉴스,M,5,"자영업 (도소매업, 숙박업, 미용업)",700~799만원,예    ,자녀 있음 ,단독주택,대전,유성구,봉명동,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
산불,고성 산불 일출과 동시에 진화 재개..헬기 24대 투입(종합) | 다음 뉴스,M,5,"자영업 (도소매업, 숙박업, 미용업)",700~799만원,예    ,자녀 있음 ,단독주택,대전,유성구,봉명동,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
산불,[미리보는 오늘] ... :: 네이버 뉴스,M,5,"자영업 (도소매업, 숙박업, 미용업)",700~799만원,예    ,자녀 있음 ,단독주택,대전,유성구,봉명동,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
산불,아산 산불 : 네이버 통합검색,F,3,"사무직 (일반사무직, 공무원, 직업군인)",400~499만원,예    ,자녀 없음 ,연립주택/ 다세대/ 빌라,서울,양천구,목2동,
산불,강원도 산불 : 네이버 통합검색,F,3,"사무직 (일반사무직, 공무원, 직업군인)",400~499만원,예    ,자녀 없음 ,연립주택/ 다세대/ 빌라,서울,양천구,목2동,
산불,"아산 산불, 온양6동으로 확산 중… 네티즌 얼른 진화되길 - 뉴스웍스",F,3,"사무직 (일반사무직, 공무원, 직업군인)",400~499만원,예    ,자녀 없음 ,연립주택/ 다세대/ 빌라,서울,양천구,목2동,
산불,아산 산불 : 네이버 통합검색,F,3,"사무직 (일반사무직, 공무원, 직업군인)",400~499만원,예    ,자녀 없음 ,연립주택/ 다세대/ 빌라,서울,양천구,목2동,
산불,"이통3사, 속초·... :: 네이버 뉴스",M,4,"서비스직 (요식업, 숙박업, 미용실종업원)",300~399만원,예    ,자녀 있음 ,단독주택,서울,광진구,화양동,
산불,산불 : 네이버 통합검색,M,4,"서비스직 (요식업, 숙박업, 미용실종업원)",300~399만원,예    ,자녀 있음 ,단독주택,서울,광진구,화양동,
산불,속초·고성 산불에 나경원 靑사람 보기 쉬운가..안보실장 발목 | 다음 뉴스,M,3,"사무직 (일반사무직, 공무원, 직업군인)",300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,부산,기장군,기장읍,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
산불,"나경원 강원 산불, 국민 안전 중요..국회 신속히 살필 것 | 다음 뉴스",M,3,"사무직 (일반사무직, 공무원, 직업군인)",300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,부산,기장군,기장읍,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
산불,산불에도 靑안보실장 붙잡은 나경원 논란..상황 정확히 몰라(종합) | 다음 뉴스,M,3,"사무직 (일반사무직, 공무원, 직업군인)",300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,부산,기장군,기장읍,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
산불,이슈 - 강원 고성·속초 산불 | 다음뉴스,M,3,"사무직 (일반사무직, 공무원, 직업군인)",300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,부산,기장군,기장읍,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
산불,"황교안 등 한국당 지도부, 5일 오전 고성·속초 산불현장行 | 다음 뉴스",M,3,"사무직 (일반사무직, 공무원, 직업군인)",300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,부산,기장군,기장읍,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
산불,고성 산불) 이웃집들 소실 전후 사진 | 커뮤니티,F,3,"주부 (전업주부, 파트타임 근무 주부)",300~399만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,경기,성남시 수정구,수진1동,
산불,고성 산불 실시간 - Daum 검색,F,3,"주부 (전업주부, 파트타임 근무 주부)",300~399만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,경기,성남시 수정구,수진1동,
산불,고성 산불 강풍 ... :: 네이버 뉴스,F,3,"주부 (전업주부, 파트타임 근무 주부)",300~399만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,경기,성남시 수정구,수진1동,
산불,[강원산불] 동시... :: 네이버 뉴스,F,3,"주부 (전업주부, 파트타임 근무 주부)",300~399만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,경기,성남시 수정구,수진1동,
산불,[사진] 동해 산불... :: 네이버 뉴스,M,3,"전문직 (의사, 판검사, 예술가, 종교인)",200~299만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,노원구,하계1동,"소형차 (액센트, 프라이드, 아베오, 피아트급 등)"
산불,고성산불로 1명 ... :: 네이버 뉴스,F,3,"사무직 (일반사무직, 공무원, 직업군인)",400~499만원,아니오,          ,아파트/ 주상복합,전북,전주시 덕진구,송천동2가,"준중형파생 (벨로스터, I30 등)"
산불,"[영상] 도심 삼킨 최악 산불…악몽의 밤, 밤새 떨었다",F,3,"사무직 (일반사무직, 공무원, 직업군인)",400~499만원,아니오,          ,아파트/ 주상복합,전북,전주시 덕진구,송천동2가,"준중형파생 (벨로스터, I30 등)"
산불,강원 고성·속초 산불 사망 1명 중경상 10여명(종합) | 다음 뉴스,F,4,"전문직 (의사, 판검사, 예술가, 종교인)",200~299만원,아니오,          ,단독주택,경기,평택시,서정동,
산사태,<산사태대비하기>산사태이렇게대비하자!,M,4,"전문직 (의사, 판검사, 예술가, 종교인)",600~699만원,예    ,자녀 있음 ,아파트/ 주상복합,대구,북구,동천동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
산불,[제보영상] 전쟁... :: 네이버 뉴스,M,3,"사무직 (일반사무직, 공무원, 직업군인)",500~599만원,예    ,자녀 있음 ,아파트/ 주상복합,대구,달성군,화원읍,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
산불,[사진] 동해 산불... :: 네이버 뉴스,M,3,"사무직 (일반사무직, 공무원, 직업군인)",500~599만원,예    ,자녀 있음 ,아파트/ 주상복합,대구,달성군,화원읍,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
산불,산불에도 靑안보실장 붙잡은 나경원 논란..상황 정확히 몰라(종합) | 다음 뉴스,F,2,"주부 (전업주부, 파트타임 근무 주부)",200~299만원,예    ,자녀 있음 ,아파트/ 주상복합,충북,진천군,광혜원면,"준중형SUV (투싼, 스포티지, QM5, 티구안급 등)"
산불,"정부, 북과 강원... :: 네이버 뉴스",M,4,"전문직 (의사, 판검사, 예술가, 종교인)",600~699만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,노원구,상계2동,"대형SUV (베라크루즈, 모하비, 투아렉급 등)"
산불,속초 전쟁터 방... :: 네이버 뉴스,M,4,"전문직 (의사, 판검사, 예술가, 종교인)",600~699만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,노원구,상계2동,"대형SUV (베라크루즈, 모하비, 투아렉급 등)"
산불,[블박] 속초 산불 블랙박스.gif - 보배드림 교통사고/사건/블랙박스,M,4,"전문직 (의사, 판검사, 예술가, 종교인)",600~699만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,노원구,상계2동,"대형SUV (베라크루즈, 모하비, 투아렉급 등)"
산불,강릉 옥계면 야산... :: 네이버 뉴스,M,4,"전문직 (의사, 판검사, 예술가, 종교인)",600~699만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,노원구,상계2동,"대형SUV (베라크루즈, 모하비, 투아렉급 등)"
산불,"정부, 북과 강원... :: 네이버 뉴스",M,4,"전문직 (의사, 판검사, 예술가, 종교인)",600~699만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,노원구,상계2동,"대형SUV (베라크루즈, 모하비, 투아렉급 등)"
산불,“황교안 달려간 ... :: 네이버 뉴스,M,2,"생산/노무직 (생산감독, 경비원, 공장근로자)",200~299만원,아니오,          ,연립주택/ 다세대/ 빌라,대구,동구,신암1동,
산불,“황교안 달려간 ... :: 네이버 뉴스,M,2,"생산/노무직 (생산감독, 경비원, 공장근로자)",200~299만원,아니오,          ,연립주택/ 다세대/ 빌라,대구,동구,신암1동,
산불,황교안 산불 진... :: 네이버 뉴스,M,2,"생산/노무직 (생산감독, 경비원, 공장근로자)",200~299만원,아니오,          ,연립주택/ 다세대/ 빌라,대구,동구,신암1동,
산불,황교안 덕분에 ... :: 네이버 뉴스,M,2,"생산/노무직 (생산감독, 경비원, 공장근로자)",200~299만원,아니오,          ,연립주택/ 다세대/ 빌라,대구,동구,신암1동,
산불,속초·고성 산불에 나경원 靑사람 보기 쉬운가..지역구 의원도 안보 발목 | 다음 뉴스,F,3,"주부 (전업주부, 파트타임 근무 주부)",800~899만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,구로구,구로5동,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
산불,이슈 - 강원 고성·속초 산불 | 다음뉴스,F,3,"전문직 (의사, 판검사, 예술가, 종교인)",500~599만원,아니오,          ,아파트/ 주상복합,인천,계양구,작전서운동,
산불,[고성 산불] 제보자 속초 시내까지 휘둘러서 산불이 오고 있다 | 다음 뉴스,F,3,"전문직 (의사, 판검사, 예술가, 종교인)",500~599만원,아니오,          ,아파트/ 주상복합,인천,계양구,작전서운동,
산불,"30명 고립, 폭발, 기숙사 위험..고성산불 심각한 재난 | 다음 뉴스",F,3,"전문직 (의사, 판검사, 예술가, 종교인)",500~599만원,아니오,          ,아파트/ 주상복합,인천,계양구,작전서운동,
산불,[강원산불] 폭격 맞은 듯 잿더미 된 처참한 현장..전쟁터야 한숨 | 다음 뉴스,F,3,"전문직 (의사, 판검사, 예술가, 종교인)",500~599만원,아니오,          ,아파트/ 주상복합,인천,계양구,작전서운동,
산불,"문재인 인제·고성 산불, 모든 자원 동원해 총력 대응 지시 | 다음 뉴스",F,3,"전문직 (의사, 판검사, 예술가, 종교인)",500~599만원,아니오,          ,아파트/ 주상복합,인천,계양구,작전서운동,
산불,강원도 산불 : 네이버 통합검색,F,4,"교직 (교사, 유치원교사, 학원강사)",300~399만원,예    ,자녀 있음 ,단독주택,충남,아산시,온천1동,
산불,강원도 산불 강릉 : 네이버 통합검색,F,4,"교직 (교사, 유치원교사, 학원강사)",300~399만원,예    ,자녀 있음 ,단독주택,충남,아산시,온천1동,
산불,"30명 고립, 폭발, 기숙사 위험..고성산불 심각한 재난 | 다음 뉴스",F,2,"전문직 (의사, 판검사, 예술가, 종교인)",100~199만원,아니오,          ,아파트/ 주상복합,대구,달서구,용산1동,
산불,강원도산불 인간이 한짓이맞겠죠 논두렁태우다산불 났겠죠? - Daum 팁,F,4,기타 ,300~399만원,아니오,          ,연립주택/ 다세대/ 빌라,서울,강북구,번동,
산불,산불로 피해입은거 보험처리안되나요? - Daum 팁,F,4,기타 ,300~399만원,아니오,          ,연립주택/ 다세대/ 빌라,서울,강북구,번동,
산불,산불로 피해입은거 보험처리안되나요? - Daum 팁,F,4,기타 ,300~399만원,아니오,          ,연립주택/ 다세대/ 빌라,서울,강북구,번동,
산불,이슈 - 강원 고성 산불 | 다음뉴스,F,4,기타 ,300~399만원,아니오,          ,연립주택/ 다세대/ 빌라,서울,강북구,번동,
산불,강원도산불 인간이 한짓이맞겠죠 논두렁태우다산불 났겠죠? - Daum 팁,F,4,기타 ,300~399만원,아니오,          ,연립주택/ 다세대/ 빌라,서울,강북구,번동,
산불,이슈 - 강원 고성·속초 산불 | 다음뉴스,F,2,무직,100~199만원,아니오,          ,단독주택,서울,은평구,대조동,
산불,SK텔레콤 통신서... :: 네이버 뉴스,F,2,무직,100~199만원,아니오,          ,단독주택,서울,은평구,대조동,
산불,"한국당, 산불에도... :: 네이버 뉴스",F,2,무직,100~199만원,아니오,          ,단독주택,서울,은평구,대조동,
산불,속초 아파트 밀집... :: 네이버 뉴스,F,2,무직,100~199만원,아니오,          ,단독주택,서울,은평구,대조동,
산불,고성·속초 산불 15시간만에 소강상태..오후6시까지 잔불정리 | 다음 뉴스,F,2,무직,100~199만원,아니오,          ,단독주택,서울,은평구,대조동,
산불,‘고성 산불’ 11... :: 네이버 뉴스,F,2,무직,100~199만원,아니오,          ,단독주택,서울,은평구,대조동,
산불,"정부, 동해안 산... :: 네이버 뉴스",F,2,무직,100~199만원,아니오,          ,단독주택,서울,은평구,대조동,
산불,[강원 산불 현장 ... :: 네이버 뉴스,F,2,무직,100~199만원,아니오,          ,단독주택,서울,은평구,대조동,
산불,폭격 맞은 듯한... :: 네이버 뉴스,F,2,무직,100~199만원,아니오,          ,단독주택,서울,은평구,대조동,
산불,산불로 집이 몽... :: 네이버 뉴스,F,2,무직,100~199만원,아니오,          ,단독주택,서울,은평구,대조동,
산불,‘강원 산불’ 불... :: 네이버 뉴스,F,4,"주부 (전업주부, 파트타임 근무 주부)",300~399만원,예    ,자녀 있음 ,단독주택,경기,이천시,창전동,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
산불,‘강원 산불’ 불... :: 네이버 뉴스,F,4,"주부 (전업주부, 파트타임 근무 주부)",300~399만원,예    ,자녀 있음 ,단독주택,경기,이천시,창전동,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
산불,이슈 - 강원 고성·속초 산불 | 다음뉴스,M,4,"사무직 (일반사무직, 공무원, 직업군인)",300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,강서구,내발산동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
산사태,우면산사사태사망사고…대법대피조치안한서초구배상책임,M,3,"생산/노무직 (생산감독, 경비원, 공장근로자)",200~299만원,아니오,          ,연립주택/ 다세대/ 빌라,서울,성동구,마장동,
산불,"정부, 北에 강원 산불 현황 통지..北 남조선에 산불 보도 | 다음 뉴스",M,4,"사무직 (일반사무직, 공무원, 직업군인)",400~499만원,예    ,자녀 있음 ,아파트/ 주상복합,울산,동구,전하동,"준대형차 (그랜저, K7, 알페온, 캠리급, 파사트급 등)"
산불,산불 : 네이버 통합검색,F,2,"학생 (초중고학생, 대학생, 대학원생)",200~299만원,아니오,          ,아파트/ 주상복합,대구,동구,각산동,
산불,속초 산불 : 네이버 통합검색,F,2,"학생 (초중고학생, 대학생, 대학원생)",200~299만원,아니오,          ,아파트/ 주상복합,대구,동구,각산동,
산불,강원도 산불 : 네이버 통합검색,F,2,"학생 (초중고학생, 대학생, 대학원생)",200~299만원,아니오,          ,아파트/ 주상복합,대구,동구,각산동,
산불,산불난리통에 태연하게 여행사진올리고 지운 아이돌 : 네이트판,F,2,"학생 (초중고학생, 대학생, 대학원생)",200~299만원,아니오,          ,아파트/ 주상복합,대구,동구,각산동,
산불,강원 산불 : 네이버 뉴스검색,M,3,"생산/노무직 (생산감독, 경비원, 공장근로자)",500~599만원,아니오,          ,아파트/ 주상복합,경북,김천시,부곡동,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
산림재해,충청북도산림재해걱정뚝!,F,4,"주부 (전업주부, 파트타임 근무 주부)",500~599만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,노원구,월계2동,
산불,대형 산불 고성·... :: 네이버 뉴스,F,2,"사무직 (일반사무직, 공무원, 직업군인)",300~399만원,아니오,          ,아파트/ 주상복합,부산,북구,금곡동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
산불,강원 산불 : 네이버 뉴스검색,F,2,"사무직 (일반사무직, 공무원, 직업군인)",300~399만원,아니오,          ,아파트/ 주상복합,부산,북구,금곡동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
산불,강원도 산불 마무... :: 네이버 뉴스,F,4,"사무직 (일반사무직, 공무원, 직업군인)",200~299만원,아니오,          ,연립주택/ 다세대/ 빌라,대구,서구,내당1동,
산불,강원도 속초 산불 현장 투입된 소방관 형과 동생의 카톡 대화 (+캡쳐) : 네이버 포스트,F,4,"주부 (전업주부, 파트타임 근무 주부)",300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,화성시,병점동,
산불,고성 산불 확산 : 네이버 통합검색,F,2,무직,200~299만원,아니오,          ,연립주택/ 다세대/ 빌라,전북,전주시 덕진구,여의동,"소형SUV/CUV (티볼리, QM3 등)"
산불,고성 산불 확산…... :: 네이버 뉴스,F,2,무직,200~299만원,아니오,          ,연립주택/ 다세대/ 빌라,전북,전주시 덕진구,여의동,"소형SUV/CUV (티볼리, QM3 등)"
산불,동해 망상서도 산불 : 네이버 통합검색,F,2,무직,200~299만원,아니오,          ,연립주택/ 다세대/ 빌라,전북,전주시 덕진구,여의동,"소형SUV/CUV (티볼리, QM3 등)"
산불,강릉 옥계 산불 : 네이버 통합검색,F,2,무직,200~299만원,아니오,          ,연립주택/ 다세대/ 빌라,전북,전주시 덕진구,여의동,"소형SUV/CUV (티볼리, QM3 등)"
산불,[속보] 강릉 옥계... :: 네이버 뉴스,F,2,무직,200~299만원,아니오,          ,연립주택/ 다세대/ 빌라,전북,전주시 덕진구,여의동,"소형SUV/CUV (티볼리, QM3 등)"
산불,부산 해운대 운봉산 산불 : 네이버 통합검색,F,2,무직,200~299만원,아니오,          ,연립주택/ 다세대/ 빌라,전북,전주시 덕진구,여의동,"소형SUV/CUV (티볼리, QM3 등)"
산불,강원도 강릉 산불 : 네이버 통합검색,F,2,무직,200~299만원,아니오,          ,연립주택/ 다세대/ 빌라,전북,전주시 덕진구,여의동,"소형SUV/CUV (티볼리, QM3 등)"
산림재해,"강서구,장마철대비산림재해예방",F,2,"학생 (초중고학생, 대학생, 대학원생)",500~599만원,아니오,          ,아파트/ 주상복합,인천,부평구,청천2동,
산불,[강원산불]안심은... :: 네이버 뉴스,F,5,"주부 (전업주부, 파트타임 근무 주부)",100만원 미만,예    ,자녀 있음 ,단독주택,부산,서구,남부민2동,
산불,고성 산불) 이웃집들 소실 전후 사진 | 커뮤니티,F,4,"사무직 (일반사무직, 공무원, 직업군인)",600~699만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,충북,제천시,화산동,
