재해,사이트제목,성별,연령,직업,소득,결혼,자녀,주거,시도,구,동,자동차
산불,대전 산불 - Daum 검색,F,3,"사무직 (일반사무직, 공무원, 직업군인)",400~499만원,아니오,          ,아파트/ 주상복합,충북,청주시 상당구,금천동,
산불,산불 진화 지휘권 어디에?.. 소방청-산림청 또 해묵은 기싸움 | 다음 뉴스,M,3,"사무직 (일반사무직, 공무원, 직업군인)",800~899만원,아니오,          ,단독주택,서울,마포구,서교동,"경차 (모닝, 스파크 등)"
산불,술 취해 야산·밭에 불낸 50대 구속..불끄던 산불감시원이 적발 | 다음 뉴스,F,5,"주부 (전업주부, 파트타임 근무 주부)",300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,경북,포항시 남구,지곡동,"소형차 (액센트, 프라이드, 아베오, 피아트급 등)"
산불,산불 진화 지휘권 어디에?.. 소방청-산림청 또 해묵은 기싸움 | 다음 뉴스,M,4,"사무직 (일반사무직, 공무원, 직업군인)",700~799만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,서울,구로구,개봉동,
산불,속초 산불 피해보상 안해주나요? : 네이버 카페,M,3,"사무직 (일반사무직, 공무원, 직업군인)",400~499만원,예    ,자녀 있음 ,아파트/ 주상복합,부산,동래구,안락2동,"준대형차 (그랜저, K7, 알페온, 캠리급, 파사트급 등)"
산불,대전 대정동 산불... :: 네이버 뉴스,F,3,"주부 (전업주부, 파트타임 근무 주부)",200~299만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,고양시 일산동구,풍동,"중형SUV (싼타페, 쏘렌토, 캡티바, BMW X3급 등)"
산림재해,"산림재해예방을위한하늘의눈,강릉산림항공관리소드론산불예방훈련실시",M,2,"학생 (초중고학생, 대학생, 대학원생)",100만원 미만,아니오,          ,단독주택,경기,안산시 단원구,초지동,"경차 (모닝, 스파크 등)"
병해충,병해충강한식물토양미생물덕분,M,4,,,      ,          ,,서울,중랑구,중화1동,
산불,대전 산불 : 네이버 통합검색,F,2,"사무직 (일반사무직, 공무원, 직업군인)",500~599만원,아니오,          ,연립주택/ 다세대/ 빌라,경기,안산시 단원구,초지동,
산불,산불 진화 지휘권 어디에?.. 소방청-산림청 또 해묵은 기싸움 | 다음 뉴스,F,3,"사무직 (일반사무직, 공무원, 직업군인)",100~199만원,아니오,          ,연립주택/ 다세대/ 빌라,경기,수원시 권선구,권선동,
산불,"대전 산불, 유성... :: 네이버 뉴스",F,2,"학생 (초중고학생, 대학생, 대학원생)",400~499만원,아니오,          ,단독주택,서울,강북구,미아동,"경차 (모닝, 스파크 등)"
산사태,"제18호태풍미탁,부산사하구에산사태일으켜…4명매몰돼구조중",M,4,,,      ,          ,,강원,원주시,일산동,
산불,건조한 날씨에 전... :: 네이버 뉴스,F,3,"서비스직 (요식업, 숙박업, 미용실종업원)",400~499만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,경기,남양주시,호평동,"소형SUV/CUV (티볼리, QM3 등)"
산림재해,여름철산림재해예방을위한산사태대책상황실가동!,M,4,,,      ,          ,,경기,시흥시,정왕동,
산사태,갑작스러운재해산사태,M,3,,,      ,          ,,전북,전주시 덕진구,호성동1가,
산불,"대전 산불, 유성... :: 네이버 뉴스",M,3,무직,400~499만원,아니오,          ,아파트/ 주상복합,울산,울주군,상북면,
산사태,갑작스러운재해산사태,M,2,,,      ,          ,,경기,성남시 중원구,중동,
산불,대전 산불 : 네이버 통합검색,F,3,"교직 (교사, 유치원교사, 학원강사)",200~299만원,아니오,          ,연립주택/ 다세대/ 빌라,경기,고양시 일산동구,중산동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
병해충,"2019고추농사작황,시세,면적,병해충,올해느낀점",M,3,"판매직 (상점점원, 보험설계사, 노점상)",200~299만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,구리시,인창동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
산불,산불 진화 지휘권 어디에?.. 소방청-산림청 또 해묵은 기싸움 | 다음 뉴스,M,3,"사무직 (일반사무직, 공무원, 직업군인)",400~499만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,하남시,선동,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
산불,대전 산불 : 네이버 통합검색,F,2,"전문직 (의사, 판검사, 예술가, 종교인)",200~299만원,아니오,          ,단독주택,부산,동래구,칠산동,
산사태,갑작스러운재해산사태,F,4,,,      ,          ,,서울,중구,신당6동,
산림재해,생태산림재해방지위한경진대회,F,2,,,      ,          ,,경기,남양주시,와부읍,
산불,대전 대정동 산불... :: 네이버 뉴스,M,3,"전문직 (의사, 판검사, 예술가, 종교인)",900~999만원,아니오,          ,아파트/ 주상복합,경기,성남시 수정구,양지동,"준대형차 (그랜저, K7, 알페온, 캠리급, 파사트급 등)"
산불,대전 산불 : 네이버 통합검색,F,2,"학생 (초중고학생, 대학생, 대학원생)",300~399만원,아니오,          ,단독주택,광주,서구,농성1동,
산불,대전 유성구 대정... :: 네이버 뉴스,M,4,"사무직 (일반사무직, 공무원, 직업군인)",600~699만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,구로구,개봉2동,"대형차 (제너시스, BMW5급 등)"
산불,산불 진화 지휘권 어디에?.. 소방청-산림청 또 해묵은 기싸움 | 다음 뉴스,M,4,"관리직 (사장, 간부, 고위공무원)",200~299만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,수원시 팔달구,인계동,"중형SUV (싼타페, 쏘렌토, 캡티바, BMW X3급 등)"
산불,강원산불 유명인... :: 네이버 뉴스,M,3,"사무직 (일반사무직, 공무원, 직업군인)",200~299만원,아니오,          ,아파트/ 주상복합,울산,남구,선암동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
산불,세월호·강원산불..끊이지 않는 가짜뉴스 | 다음 뉴스,F,4,"전문직 (의사, 판검사, 예술가, 종교인)",600~699만원,아니오,          ,기타 ,충남,천안시 동남구,신부동,"경차 (모닝, 스파크 등)"
산림재해,"강서구,장마철대비산림재해예방",M,4,,,      ,          ,,서울,강남구,청담동,
산불,대전 산불 : 네이버 통합검색,M,3,"전문직 (의사, 판검사, 예술가, 종교인)",300~399만원,아니오,          ,단독주택,서울,영등포구,도림동,
산림재해,"계룡시,여름철산림재해선제적대응",M,3,,,      ,          ,,경기,안양시 만안구,안양1동,
산불,대전 대정동 산불... :: 네이버 뉴스,F,3,"교직 (교사, 유치원교사, 학원강사)",600~699만원,예    ,자녀 있음 ,아파트/ 주상복합,충남,홍성군,홍북면,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
산불,[속보] 대전 대정... :: 네이버 뉴스,M,3,"학생 (초중고학생, 대학생, 대학원생)",300~399만원,아니오,          ,오피스텔,광주,광산구,신창동,"소형SUV/CUV (티볼리, QM3 등)"
산림재해,"강서구,장마철대비산림재해예방",F,3,"사무직 (일반사무직, 공무원, 직업군인)",200~299만원,아니오,          ,오피스텔,인천,부평구,부평1동,
산불,대전 산불 - Daum 검색,M,4,"기능직 (자동차정비, 운전기사, 안경사, 택시기사)",200~299만원,예    ,자녀 있음 ,아파트/ 주상복합,충남,아산시,풍기동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
산림재해,"화순군,해빙기산림재해취약시설일제점검",F,3,"사무직 (일반사무직, 공무원, 직업군인)",500~599만원,예    ,자녀 없음 ,연립주택/ 다세대/ 빌라,서울,양천구,목2동,
병해충,춥다고방심은금물!::겨울철시설작물주요병해충방제법!,M,2,"판매직 (상점점원, 보험설계사, 노점상)","1,000만원 이상",아니오,          ,연립주택/ 다세대/ 빌라,전남,목포시,석현동,
산불,대전 대정동 산불 : 네이버 통합검색,F,3,"주부 (전업주부, 파트타임 근무 주부)",400~499만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,양천구,신정6동,
산사태,"제18호태풍미탁,부산사하구에산사태일으켜…4명매몰돼구조중",M,3,"전문직 (의사, 판검사, 예술가, 종교인)",100~199만원,아니오,          ,단독주택,서울,광진구,중곡4동,
산불,산불 진화 지휘권 어디에?.. 소방청-산림청 또 해묵은 기싸움 | 다음 뉴스,M,4,"사무직 (일반사무직, 공무원, 직업군인)",500~599만원,예    ,자녀 있음 ,아파트/ 주상복합,광주,광산구,신가동,"중형SUV (싼타페, 쏘렌토, 캡티바, BMW X3급 등)"
산불,술 취해 야산·밭에 불낸 50대 구속..불끄던 산불감시원이 적발 | 다음 뉴스,M,3,"사무직 (일반사무직, 공무원, 직업군인)",200~299만원,예    ,자녀 있음 ,아파트/ 주상복합,대구,달성군,다사읍,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
산사태,"폭염,호우,수난사고,산사태,추락사고,화학물사고중점관리",F,3,"사무직 (일반사무직, 공무원, 직업군인)",700~799만원,아니오,          ,아파트/ 주상복합,경기,화성시,남양동,
산불,대전 대정동 산불... :: 네이버 뉴스,F,3,"사무직 (일반사무직, 공무원, 직업군인)",500~599만원,예    ,자녀 없음 ,아파트/ 주상복합,서울,노원구,공릉동,"준대형차 (그랜저, K7, 알페온, 캠리급, 파사트급 등)"
산불,부동산 호황기 일수록 부동산 불황기를 대비하라( 갭 투자포함 글) 2018년 3월 11일글 : 네이버 카페,M,3,"사무직 (일반사무직, 공무원, 직업군인)",700~799만원,예    ,자녀 있음 ,아파트/ 주상복합,인천,부평구,부평1동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
산불,대전 대정동 산불 : 네이버 통합검색,F,2,"사무직 (일반사무직, 공무원, 직업군인)",500~599만원,아니오,          ,아파트/ 주상복합,서울,양천구,신월2동,
산불,강원 고성 DMZ 박물관 인근서 산불..산림 2천㎡ 소실(종합) | 다음 뉴스,F,2,"학생 (초중고학생, 대학생, 대학원생)",100만원 미만,아니오,          ,아파트/ 주상복합,서울,서초구,반포1동,
산사태,산사태현장예방단의구성및운영에관한지침개정(안)행정예고,M,3,"사무직 (일반사무직, 공무원, 직업군인)",300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,충북,청주시 흥덕구,비하동,기타 (승합차/트럭/화물차/기타 차량 등)
병해충,"[농촌진흥청감자#7]감자병해충관리:바이러스,바이로이드",F,4,"사무직 (일반사무직, 공무원, 직업군인)",800~899만원,예    ,자녀 없음 ,연립주택/ 다세대/ 빌라,서울,강남구,삼성동,
산불,대전 산불 - Daum 검색,F,3,"주부 (전업주부, 파트타임 근무 주부)",200~299만원,예    ,자녀 없음 ,아파트/ 주상복합,대전,유성구,지족동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
산불,대전 산불 - Daum 검색,F,4,"주부 (전업주부, 파트타임 근무 주부)",700~799만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,서초구,방배본동,"중형SUV (싼타페, 쏘렌토, 캡티바, BMW X3급 등)"
산불,[강원산불] SNS서... :: 네이버 뉴스,F,2,"사무직 (일반사무직, 공무원, 직업군인)",400~499만원,아니오,          ,아파트/ 주상복합,경기,안성시,금광면,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
산림재해,세계4위산림국가인데…잦은산불에도산림재해보험유명무실,M,2,"전문직 (의사, 판검사, 예술가, 종교인)",100~199만원,아니오,          ,단독주택,대구,남구,대명4동,
산사태,태풍및집중호우시산사태대비국민행동요령,F,3,"교직 (교사, 유치원교사, 학원강사)",400~499만원,예    ,자녀 없음 ,아파트/ 주상복합,경기,가평군,가평읍,"중형SUV (싼타페, 쏘렌토, 캡티바, BMW X3급 등)"
병해충,"2019고추농사작황,시세,면적,병해충,올해느낀점",F,5,기타 ,200~299만원,예    ,자녀 있음 ,아파트/ 주상복합,충북,청주시 상당구,율량동,"경차 (모닝, 스파크 등)"
산사태,"제18호태풍미탁,부산사하구에산사태일으켜…4명매몰돼구조중",F,4,"사무직 (일반사무직, 공무원, 직업군인)",300~399만원,아니오,          ,아파트/ 주상복합,서울,영등포구,문래동6가,"경차 (모닝, 스파크 등)"
산사태,태풍및집중호우시산사태대비국민행동요령,M,2,무직,100~199만원,아니오,          ,아파트/ 주상복합,경기,남양주시,와부읍,"경차 (모닝, 스파크 등)"
산불,방통위 “KBS 나... :: 네이버 뉴스,M,3,"사무직 (일반사무직, 공무원, 직업군인)",500~599만원,아니오,          ,연립주택/ 다세대/ 빌라,부산,연제구,거제3동,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
산불,강원도 대형 산불 | 산불 피해지역 마구 찍는 외지인..주민들 두 번 눈물,F,3,"사무직 (일반사무직, 공무원, 직업군인)",400~499만원,예    ,자녀 있음 ,아파트/ 주상복합,충북,청주시 상당구,주성동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
산불,"장성규, JTBC 퇴직금中 1천만원 강원도 산불 이재민에 기부",F,3,"사무직 (일반사무직, 공무원, 직업군인)","1,000만원 이상",아니오,          ,아파트/ 주상복합,부산,남구,용호4동,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
산불,안성 산불 - Daum 검색,F,4,기타 ,100~199만원,아니오,          ,아파트/ 주상복합,부산,북구,덕천1동,
산불,안성 산불 왜 자꾸,F,4,기타 ,100~199만원,아니오,          ,아파트/ 주상복합,부산,북구,덕천1동,
산불,안성 산불 왜 자꾸,F,4,기타 ,100~199만원,아니오,          ,아파트/ 주상복합,부산,북구,덕천1동,
산불,강원 산불 출동 ... :: 네이버 뉴스,M,4,"사무직 (일반사무직, 공무원, 직업군인)",500~599만원,예    ,자녀 있음 ,아파트/ 주상복합,강원,강릉시,입암동,"중형SUV (싼타페, 쏘렌토, 캡티바, BMW X3급 등)"
산불,강원도 대형 산불 | 산불 피해지역 마구 찍는 외지인..주민들 두 번 눈물,F,4,"사무직 (일반사무직, 공무원, 직업군인)",300~399만원,아니오,          ,아파트/ 주상복합,서울,송파구,잠실3동,"경차 (모닝, 스파크 등)"
산불,강원도 대형 산불 | Daum 갤러리,F,4,"사무직 (일반사무직, 공무원, 직업군인)",300~399만원,아니오,          ,아파트/ 주상복합,서울,송파구,잠실3동,"경차 (모닝, 스파크 등)"
산불,산불 피해지역 마구 찍는 외지인..주민들 두 번 눈물 | 다음 뉴스,F,4,"사무직 (일반사무직, 공무원, 직업군인)",300~399만원,아니오,          ,아파트/ 주상복합,서울,송파구,잠실3동,"경차 (모닝, 스파크 등)"
산불,강원도 산불에 새까맣게 그을린 고양이는 사람을 보자 야옹 울며 다가왔다 : 네이버 포스트,F,3,"주부 (전업주부, 파트타임 근무 주부)",200~299만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,부산,해운대구,반여1동,
산불,강원도 대형 산불 | 산불 피해지역 마구 찍는 외지인..주민들 두 번 눈물,F,3,"사무직 (일반사무직, 공무원, 직업군인)",600~699만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,동대문구,청량리동,"준대형차 (그랜저, K7, 알페온, 캠리급, 파사트급 등)"
산불,강원도 대형 산불 | Daum 갤러리,F,3,"사무직 (일반사무직, 공무원, 직업군인)",600~699만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,동대문구,청량리동,"준대형차 (그랜저, K7, 알페온, 캠리급, 파사트급 등)"
산불,산불 피해지역 마구 찍는 외지인..주민들 두 번 눈물 | 다음 뉴스,F,3,"사무직 (일반사무직, 공무원, 직업군인)",600~699만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,동대문구,청량리동,"준대형차 (그랜저, K7, 알페온, 캠리급, 파사트급 등)"
산불,강원 산불 피해지역에 도착한 금팔찌와 금반지.jp - 웃긴자료 ‥‥‥‥‥、 - 도탁스 (DOTAX),F,4,"사무직 (일반사무직, 공무원, 직업군인)",400~499만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,강남구,청담동,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
산불,안성 산불 - Daum 검색,F,4,"사무직 (일반사무직, 공무원, 직업군인)",300~399만원,아니오,          ,연립주택/ 다세대/ 빌라,서울,영등포구,신길6동,
산사태,우면산 산사태 : 네이버 통합검색,F,3,"교직 (교사, 유치원교사, 학원강사)",900~999만원,아니오,          ,아파트/ 주상복합,경기,성남시 분당구,수내3동,
산불,강원도 산불피해 : 네이버 통합검색,F,3,"주부 (전업주부, 파트타임 근무 주부)",200~299만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,인천,남동구,논현동,
산불,안성 산불 : 네이버 통합검색,F,3,"서비스직 (요식업, 숙박업, 미용실종업원)",300~399만원,아니오,          ,단독주택,서울,구로구,고척1동,
산불,"방통위원들, KBS ... :: 네이버 뉴스",F,3,"사무직 (일반사무직, 공무원, 직업군인)",300~399만원,아니오,          ,연립주택/ 다세대/ 빌라,부산,해운대구,재송2동,
산불,강원 산불 출동 ... :: 네이버 뉴스,M,3,"사무직 (일반사무직, 공무원, 직업군인)",500~599만원,예    ,자녀 있음 ,아파트/ 주상복합,대전,유성구,가정동,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
산사태,"[6월안전보건]알면대처할수있다!갑작스러운재해,산사태",M,5,"전문직 (의사, 판검사, 예술가, 종교인)",400~499만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,노원구,공릉2동,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
병해충,차나무병해충,F,3,,,      ,          ,,부산,부산진구,범천동,
병해충,병해충피해없는건강한과수묘목고르세요,F,3,,,      ,          ,,충북,충주시,풍동,
병해충,마늘소금뿌려서가꾸는방법과병해충소독주아마늘심는방법,M,5,,,      ,          ,,경기,성남시 수정구,복정동,
산림재해,"강서구,장마철대비산림재해예방",M,4,,,      ,          ,,강원,원주시,관설동,
산불,이번 속초 산불에 대한 농협의 대처 - 엽기사진실 - 이종격투기,F,4,"사무직 (일반사무직, 공무원, 직업군인)",200~299만원,아니오,          ,연립주택/ 다세대/ 빌라,경기,광명시,철산4동,
병해충,달성군산림병해충방제::재선충예방을위한예방나무주사를주는방제현장에다녀왔습니다!-달성군블로그기자단김명수,M,2,,,      ,          ,,서울,강동구,암사동,
산사태,"폭염,호우,수난사고,산사태,추락사고,화학물사고중점관리",F,4,"주부 (전업주부, 파트타임 근무 주부)",200~299만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,충북,음성군,맹동면,
산불,안성 산불 : 네이버 통합검색,F,4,"주부 (전업주부, 파트타임 근무 주부)",400~499만원,예    ,자녀 있음 ,아파트/ 주상복합,인천,부평구,갈산2동,
산불,안성 금광면 야산... :: 네이버 뉴스,F,4,"주부 (전업주부, 파트타임 근무 주부)",400~499만원,예    ,자녀 있음 ,아파트/ 주상복합,인천,부평구,갈산2동,
산불,속초 산불 자원봉사 : 네이버 통합검색,F,2,"사무직 (일반사무직, 공무원, 직업군인)",500~599만원,아니오,          ,연립주택/ 다세대/ 빌라,경기,안산시 단원구,초지동,
산불,속초 산불 봉사활동 : 네이버 통합검색,F,2,"사무직 (일반사무직, 공무원, 직업군인)",500~599만원,아니오,          ,연립주택/ 다세대/ 빌라,경기,안산시 단원구,초지동,
산불,강원도 산불 봉사활동 : 네이버 통합검색,F,2,"사무직 (일반사무직, 공무원, 직업군인)",500~599만원,아니오,          ,연립주택/ 다세대/ 빌라,경기,안산시 단원구,초지동,
산불,이번 강원도 산불 봉사활동을 가고싶은데... : 네이버 카페,F,2,"사무직 (일반사무직, 공무원, 직업군인)",500~599만원,아니오,          ,연립주택/ 다세대/ 빌라,경기,안산시 단원구,초지동,
산불,강원도 산불 봉사활동 : 네이버 통합검색,F,2,"사무직 (일반사무직, 공무원, 직업군인)",500~599만원,아니오,          ,연립주택/ 다세대/ 빌라,경기,안산시 단원구,초지동,
산불,속초 산불 자원봉사 : 네이버 뉴스검색,F,2,"사무직 (일반사무직, 공무원, 직업군인)",500~599만원,아니오,          ,연립주택/ 다세대/ 빌라,경기,안산시 단원구,초지동,
산불,속초 산불 자원봉사 : 네이버 뉴스검색,F,2,"사무직 (일반사무직, 공무원, 직업군인)",500~599만원,아니오,          ,연립주택/ 다세대/ 빌라,경기,안산시 단원구,초지동,
산불,"약업닷컴 (약업신문) - 뉴스 :: 약사회, 산불현장 이동봉사약국 활동 마무리",F,2,"사무직 (일반사무직, 공무원, 직업군인)",500~599만원,아니오,          ,연립주택/ 다세대/ 빌라,경기,안산시 단원구,초지동,
산불,"약업닷컴 (약업신문) - 뉴스 :: 약사회, 산불현장 이동봉사약국 활동 마무리",F,2,"사무직 (일반사무직, 공무원, 직업군인)",500~599만원,아니오,          ,연립주택/ 다세대/ 빌라,경기,안산시 단원구,초지동,
산불,"약업닷컴 (약업신문) - 뉴스 :: 약사회, 산불현장 이동봉사약국 활동 마무리",F,2,"사무직 (일반사무직, 공무원, 직업군인)",500~599만원,아니오,          ,연립주택/ 다세대/ 빌라,경기,안산시 단원구,초지동,
산불,"약업닷컴 (약업신문) - 뉴스 :: 약사회, 산불현장 이동봉사약국 활동 마무리",F,2,"사무직 (일반사무직, 공무원, 직업군인)",500~599만원,아니오,          ,연립주택/ 다세대/ 빌라,경기,안산시 단원구,초지동,
산불,속초 산불 자원봉사 : 네이버 뉴스검색,F,2,"사무직 (일반사무직, 공무원, 직업군인)",500~599만원,아니오,          ,연립주택/ 다세대/ 빌라,경기,안산시 단원구,초지동,
산불,"약업닷컴 (약업신문) - 뉴스 :: 약사회, 산불현장 이동봉사약국 활동 마무리",F,2,"사무직 (일반사무직, 공무원, 직업군인)",500~599만원,아니오,          ,연립주택/ 다세대/ 빌라,경기,안산시 단원구,초지동,
산사태,"제18호태풍미탁,부산사하구에산사태일으켜…4명매몰돼구조중",M,5,,,      ,          ,,서울,금천구,시흥4동,
산림재해,"산불전문예방진화,산불재난특수진화등7개국유림488명모집",M,4,,,      ,          ,,부산,동래구,사직3동,
산림재해,"[산림청]진천산림항공관리소,산림재해꼼짝마무인감시카메라로예방",F,2,무직,200~299만원,아니오,          ,아파트/ 주상복합,서울,관악구,행운동,
산사태,생명재산앗아가는산사태를막아라,M,3,"사무직 (일반사무직, 공무원, 직업군인)",400~499만원,아니오,          ,아파트/ 주상복합,대구,달서구,감삼동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
산림재해,"화순군,해빙기산림재해취약시설일제점검",F,3,"주부 (전업주부, 파트타임 근무 주부)",100~199만원,예    ,자녀 있음 ,아파트/ 주상복합,대구,수성구,시지동,"소형차 (액센트, 프라이드, 아베오, 피아트급 등)"
산불,안성 금강면 산불??.. : 네이버 카페,F,4,"주부 (전업주부, 파트타임 근무 주부)",200~299만원,예    ,자녀 있음 ,단독주택,충남,천안시 동남구,북면,"경차 (모닝, 스파크 등)"
산불,속초 산불 피해지역 정말 처참 합니다 : 네이버 블로그,M,2,기타 ,300~399만원,아니오,          ,단독주택,전북,남원시,도통동,
산불,안성 산불 : 네이버 통합검색,F,2,"생산/노무직 (생산감독, 경비원, 공장근로자)",100~199만원,아니오,          ,기타 ,인천,연수구,연수동,
산사태,<산사태대비하기>산사태이렇게대비하자!,M,3,,,      ,          ,,부산,동래구,수안동,
산림재해,"화순군,해빙기산림재해취약시설일제점검",M,5,"전문직 (의사, 판검사, 예술가, 종교인)","1,000만원 이상",예    ,자녀 있음 ,아파트/ 주상복합,서울,강남구,대치2동,
산불,강원도 산불 삼성 20억 기부 엘지 10억 기부도 대단한거아니야? 왜이렇게 눈치줘? - 악플달면 쩌리쩌려버려 - ＊여성시대＊ 차분한 20대들의 알흠다운 공간,F,3,"사무직 (일반사무직, 공무원, 직업군인)",300~399만원,아니오,          ,아파트/ 주상복합,전북,전주시 완산구,삼천동3가,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
산불,"한국공항공사, 직원 동의 없이 급여 원천징수해 강원 산불 기부금 납부…명의는 회사이름으로",F,3,"사무직 (일반사무직, 공무원, 직업군인)",300~399만원,아니오,          ,아파트/ 주상복합,전북,전주시 완산구,삼천동3가,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
병해충,병해충피해없는건강한과수묘목고르세요,M,5,,,      ,          ,,인천,남동구,만수6동,
산불,안성 산불 - Daum 검색,F,4,"전문직 (의사, 판검사, 예술가, 종교인)",600~699만원,아니오,          ,기타 ,충남,천안시 동남구,신부동,"경차 (모닝, 스파크 등)"
산림재해,"울릉군,산림재해일자리안전교육실시",F,4,"주부 (전업주부, 파트타임 근무 주부)",400~499만원,예    ,자녀 있음 ,아파트/ 주상복합,대구,남구,대명1동,
산림재해,"충북도144억원투입,산림재해걱정뚝",M,3,,,      ,          ,,경기,용인시 기흥구,구갈동,
산림재해,"[산림청]진천산림항공관리소,산림재해꼼짝마무인감시카메라로예방",F,3,"사무직 (일반사무직, 공무원, 직업군인)",500~599만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,화성시,봉담읍,"경차 (모닝, 스파크 등)"
병해충,상추에발생하는병해충의모든것,M,2,"학생 (초중고학생, 대학생, 대학원생)",200~299만원,아니오,          ,아파트/ 주상복합,경남,진주시,금산면,
산사태,우면산사사태사망사고…대법대피조치안한서초구배상책임,M,3,,,      ,          ,,서울,영등포구,대림1동,
병해충,들깨의병해충,M,4,,,      ,          ,,부산,금정구,구서동,
병해충,병해충강한식물토양미생물덕분,M,4,,,      ,          ,,경기,용인시 처인구,모현면,
산림재해,"충북도144억원투입,산림재해걱정뚝",F,4,"자영업 (도소매업, 숙박업, 미용업)",300~399만원,예    ,자녀 없음 ,아파트/ 주상복합,서울,서초구,서초1동,
산불,안성 산불 : 네이버 통합검색,F,3,"사무직 (일반사무직, 공무원, 직업군인)",400~499만원,예    ,자녀 없음 ,아파트/ 주상복합,경기,시흥시,정왕3동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
산불,양구산불 : 네이버 통합검색,F,3,"사무직 (일반사무직, 공무원, 직업군인)",400~499만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,중랑구,묵2동,"소형SUV/CUV (티볼리, QM3 등)"
산림재해,충청북도산림재해걱정뚝!,M,5,"사무직 (일반사무직, 공무원, 직업군인)",400~499만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,고양시 덕양구,화정1동,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
산불,안성 산불 - Daum 검색,F,3,"전문직 (의사, 판검사, 예술가, 종교인)",500~599만원,아니오,          ,아파트/ 주상복합,인천,계양구,작전서운동,
병해충,참깨병해충방제와관리,M,3,"자영업 (도소매업, 숙박업, 미용업)",300~399만원,아니오,          ,연립주택/ 다세대/ 빌라,대구,동구,신암동,"대형차 (제너시스, BMW5급 등)"
산불,안성 산불 - Daum 검색,M,3,기타 ,200~299만원,아니오,          ,아파트/ 주상복합,경기,성남시 수정구,창곡동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
산불,안성 산불 - Daum 검색,F,3,"사무직 (일반사무직, 공무원, 직업군인)",300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,충남,연기군,동면,"준중형SUV (투싼, 스포티지, QM5, 티구안급 등)"
병해충,병해충강한식물토양미생물덕분,M,4,"사무직 (일반사무직, 공무원, 직업군인)",900~999만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,광명시,하안1동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
산불,산불 난 야산서 불탄 20대 여성 시신 발견..경찰 수사 | 다음 뉴스,F,4,"사무직 (일반사무직, 공무원, 직업군인)",500~599만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,화성시,향남읍,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
산불,산불 난 야산서 불탄 20대 여성 시신 발견..경찰 수사 | 다음 뉴스,F,4,"서비스직 (요식업, 숙박업, 미용실종업원)",300~399만원,예    ,자녀 없음 ,연립주택/ 다세대/ 빌라,인천,서구,당하동,
산불,강원도 산불피해 : 네이버 통합검색,M,3,"사무직 (일반사무직, 공무원, 직업군인)",200~299만원,아니오,          ,오피스텔,경기,의왕시,포일동,
